reco_id_curr,max_cred_months_balance,l_cred_balance,l_credit_limit,l_drawings_atm,l_drawings,l_drawings_other,l_drawings_pos,l_minimal_payment,l_minimal_payment,l_payment_total_now,l_receivable,l_total_receivable,l_drawings_atm_count,l_drawings_count,l_drawings_other_count,l_drawings_pos_count,l_installment_mature_cum_count,l_contract_status_name
003c56e78baef158283fe9ac5203699c,-1,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
003c781d2f1bb550da9a3c6cac0ffdc6,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0042a4ce7948906857f01f6778012524,-4,0.0,360000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0048b6a494b5510056aaedc510489a6d,-1,107506.0,112500,0.0,0.0,0.0,0.0,5625.0,8775.0,8775.0,107731.0,107731.0,0.0,0,0.0,0.0,93.0,Active
005170e25926c81ee3e4d28498109b79,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,2.34,2.34,0.0,0.0,0.0,0,0.0,0.0,6.0,Active
0054cfd230a0da103de44bdaa57cc598,-2,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0056b9281dd533503c84b8fe16d8b4dc,-1,0.0,270000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0057b8630a4b1b82a06f5ec8fb19e7e1,-2,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Completed
005d8a8b4a836813a1d2c57f8e7d6646,-1,4554.85,450000,15750.0,25129.8,0.0,9379.8,8294.31,112500.0,112500.0,0.0,0.0,1.0,7,0.0,6.0,31.0,Active
005e92a58334ac29946cd0e4e6778167,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,427.635,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active
005f49f3c5491bc4e33b309d21c05e75,-1,164160.0,166500,0.0,0.0,0.0,0.0,8261.14,9000.0,9000.0,162287.0,162287.0,0.0,0,0.0,0.0,7.0,Active
006210d298bbfb13682de7155f85e402,-2,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0069a98ce9a5beeca391ea7ae5b594bc,-2,220392.0,450000,0.0,0.0,0.0,0.0,11593.4,20250.0,20250.0,218762.0,218762.0,0.0,0,0.0,0.0,2.0,Active
006be3822e376c000ab7b9f123934ef5,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
006e654455b1382deccd14bb2f30c3c4,-1,0.0,855000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
006e9c6d9c8c46149a5704179b57cf99,-2,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed
0075f270f44f7ba0f367179c1d3ef020,-1,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
007d48a2bc006e6eac0348c788d26dfd,-1,209973.0,202500,4500.0,4500.0,0.0,0.0,10368.9,11025.0,11025.0,208403.0,208403.0,1.0,1,0.0,0.0,9.0,Active
007f72ff2ca29d1d754742d7baffc134,-1,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
007fabf2a139afc03210c61b270be7aa,-1,331263.0,450000,0.0,0.0,0.0,0.0,18373.3,22500.0,22500.0,331263.0,331263.0,0.0,0,0.0,0.0,37.0,Active
00840b43661d546371d3b6d23829ab52,-1,0.0,900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed
0086212f18f5177e6625f8c1f9ce07a7,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active
00888e00d5a33a42ce6f9c63d4cb6d47,-1,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
008903c35f935498eb351c6ed9a1fd50,-2,10810.8,675000,9000.0,9000.0,0.0,0.0,34530.9,737884.0,703322.0,0.0,0.0,1.0,1,0.0,0.0,6.0,Active
009980e6917bfcab7759fd0dfd38a462,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,26.775,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active
009d8aa2721be995c7a3b2a21a9bd369,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active
00a0e0c28cd1aba415bd23422532ecc2,-2,129672.0,450000,0.0,0.0,0.0,0.0,6903.18,13500.0,13500.0,128713.0,128713.0,0.0,0,0.0,0.0,37.0,Active
00a1b6a8fb315bc71d0f3162a0c22a1b,-1,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00a8d29eb590405972088b0ff1493cf2,-1,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00b029e4d3a0f551ab188e975591ae52,-2,426409.0,450000,0.0,1629.0,0.0,1629.0,22892.2,22950.0,22950.0,426409.0,426409.0,0.0,1,0.0,1.0,23.0,Active
00b2696465b4d1c0a8851ab26c5223ab,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00b50cbf16192a3c7e64154728bd8737,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00b8c10c5466e8b809e698f04868852d,-1,129.96,540000,0.0,0.0,0.0,0.0,0.0,1.08,0.54,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00ba8ffa310bdc3d3b0bdee9bbd6e1d1,-1,96298.6,90000,0.0,0.0,0.0,0.0,4831.06,5400.0,5400.0,95403.1,95403.1,0.0,0,0.0,0.0,1.0,Active
00bc0b18d4fff31102dfcefd013d04e1,-1,135698.0,225000,13500.0,102200.0,0.0,88700.0,2291.58,16668.0,11718.0,135698.0,135698.0,3.0,21,0.0,18.0,2.0,Active
00c1e324f430fb49f5f31bbc4e52291d,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.0,Active
00c5d6423c93a7a1d5f2c0a51078cdf8,-2,37466.0,270000,33750.0,33750.0,0.0,0.0,4851.04,125374.0,125374.0,36120.5,36120.5,1.0,1,0.0,0.0,12.0,Active
00caf61ebd7ad68f8a5a67cd3a7efba5,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0,0.0,0.0,13.0,Active
00cf38eddf9b182999f715b208bfcf7e,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,1.305,1.305,0.0,0.0,0.0,0,0.0,0.0,4.0,Active
00d7ce26ce058ca1a544820afc41f6d0,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,10092.3,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active
00d99bf64657107054bf3d37e0a04926,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,41.535,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Active
00dcd400be7c34902fea6bf3e7023c1a,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,4598.91,4598.91,0.0,0.0,0.0,0,0.0,0.0,1.0,Active
00e12f7d2f847ccaeee1731e691c91f2,-1,312771.0,319500,0.0,0.0,0.0,0.0,15625.7,15750.0,15750.0,310486.0,310486.0,0.0,0,0.0,0.0,26.0,Active
00e5170ac32b37f13d58ba7d2997aaae,-1,339654.0,360000,72000.0,80955.0,0.0,8955.0,18507.2,19079.1,19079.1,339654.0,339654.0,2.0,3,0.0,1.0,1.0,Active
00e761cf52db0ab190c397d758860d55,-1,0.0,765000,0.0,0.0,0.0,0.0,225.0,2.61,2.61,0.0,0.0,0.0,0,0.0,0.0,9.0,Active
00ea5a53f3db5ab9e0be728138526e4b,-2,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00eae957ae412cb6d736608f569ac90d,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00eec484731055ce8861e2ca6c36744f,-3,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00ef2913824c8473804c0af9c6efc459,-1,0.0,337500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00f1eeeee1a76cae11424b3ee15f7339,-1,3809.02,45000,0.0,2230.2,0.0,2230.2,2250.0,13693.5,13693.5,3809.02,3809.02,0.0,2,0.0,2.0,50.0,Active
00f56d23ee7c03ac71e8e95a1f227194,-1,41091.5,225000,0.0,0.0,0.0,0.0,2308.32,2475.0,201.24,41091.5,41091.5,0.0,0,0.0,0.0,3.0,Active
00fc32047cace6e9bb48442edaa19085,-2,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00fe321f22a33a331bb193690a3a1852,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed
01000eb692eab63c6f53e6b0552b3997,-3,0.0,585000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Completed
0102f5e18768092942ea213a2eb31135,-1,217202.0,225000,0.0,0.0,0.0,0.0,11826.6,12150.0,12150.0,217202.0,217202.0,0.0,0,0.0,0.0,5.0,Active
0103169227a7b827467be71528f7e7cc,-1,225290.0,315000,40500.0,62065.2,0.0,21565.2,8816.36,9000.0,9000.0,222599.0,222599.0,2.0,4,0.0,2.0,9.0,Active
0106c552c745409bccf171e2e06db716,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,290.79,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active
0106f883dfcf43dea809317c0dfbeed1,-1,0.0,157500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Completed
0108709d613bc1d1db7e5c2b5f02c657,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,223.11,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active
010d2cf4dd26c8b2469a8fb7ea13398a,-1,138355.0,135000,0.0,0.0,0.0,0.0,6970.0,7200.0,7200.0,137337.0,137337.0,0.0,0,0.0,0.0,6.0,Active
010d699164ea069aebebd40d33b90f2d,-1,217714.0,225000,0.0,0.0,0.0,0.0,11171.5,11250.0,11250.0,217714.0,217714.0,0.0,0,0.0,0.0,35.0,Active
010fde00b6a42505ebafb28185d300e3,-1,360547.0,450000,40500.0,50467.5,0.0,9967.5,16657.7,45000.0,45000.0,356511.0,356511.0,5.0,12,0.0,7.0,8.0,Active
01158c46d941ae93abe775bdf1a9b2e7,-1,184548.0,450000,92250.0,92250.0,0.0,0.0,4693.54,12150.0,5174.6,181857.0,181857.0,3.0,3,0.0,0.0,3.0,Active
0124185198c04863f15e575d2f5cad70,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,178.425,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active
012855b40c4a414926b230f234069c83,-3,0.0,720000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0130f3483d5e3e43cdc5646ba62e0d2d,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,335.52,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active
0131a886af4e9623e168c511721ba873,-2,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0132611432738efda23df46ac63566ca,-1,463458.0,765000,135000.0,135000.0,0.0,0.0,14807.1,36000.0,36000.0,458723.0,458723.0,1.0,1,0.0,0.0,17.0,Active
0133330dbc34f1b6b409514ef512dc0f,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Completed
013d356164b85e03f7c97e3d862a6502,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active
0142d4614ec6d4345adcc2590ecbb40e,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,133.515,0.0,0.0,0.0,0.0,0,0.0,0.0,61.0,Active
014739da0049e8e3997314fb20a331f3,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.945,0.945,0.0,0.0,0.0,0,0.0,0.0,4.0,Active
0149eb84b253772df3f6d3b479cd71d1,-2,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
014be0a8993bcd0ae5b5263ca65a4673,-1,0.0,13500,0.0,0.0,0.0,0.0,1418.71,242.235,242.235,0.0,0.0,0.0,0,0.0,0.0,24.0,Active
0156a4a05cfa67ed7251d75ed94ce6eb,-1,136753.0,225000,40500.0,138627.0,0.0,98127.4,2250.0,45443.6,45443.6,131488.0,131488.0,9.0,59,0.0,50.0,5.0,Active
0156b2354dbfac532599c5d359cb4f9b,-1,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Completed
015ebafc849626dc9c5755a9ef469b5a,-1,183982.0,180000,3825.0,3825.0,0.0,0.0,9447.03,9450.0,163.08,182412.0,182412.0,1.0,1,0.0,0.0,4.0,Active
0163a2b38b3fdd859fc899b3406be422,-1,38160.3,49500,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,37435.1,37435.1,0.0,0,0.0,0.0,9.0,Active
0169914e69a9b802b6520eff396b1b37,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
016aa05553adcc70c7118e6d966329ca,-1,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01709e28bf1eb5793a01e6905a29d9b5,-2,0.0,900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0170e4dfb60ff648f8864121063913e6,-2,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0172b89568e352a6ab6ceef6eb8dbeb8,-1,0.0,135000,0.0,0.0,0.0,0.0,0.0,130.5,130.5,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0178a237ce795f47c28b2161f8faa7f5,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017988c950ee73f5d03ed250d245931b,-2,0.0,13500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017b79b6d4e343840cd1f3453c0e0e3e,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017c87d563b2bb5bf94ed730be5c32c8,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017cbe61413e59cdc7370d4017bd3d91,-2,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017d0aed7bb58f978251bc01a4f4b2a8,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,221.895,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active
0184e92e20d6d78c0103b5e167c26f34,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
018512121999cde9f4aab01b6a474140,-2,211858.0,450000,0.0,0.0,0.0,0.0,10710.4,10800.0,10800.0,209621.0,209621.0,0.0,0,0.0,0.0,10.0,Active
018d36ea4c2556f1d1fc82cab0a86442,-2,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0190bee478481861793abb15d52b9638,-1,443622.0,675000,90000.0,90000.0,0.0,0.0,19722.3,40500.0,21121.1,442051.0,442051.0,1.0,1,0.0,0.0,4.0,Active
0192a26e7c8fabafd82083eb8cc9e0f7,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,157.275,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active
019463fcd64446b24c27538647b8387d,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,2085.75,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active
01949f176a73ed4ee9ce13d06a1e3478,-1,741091.0,720000,0.0,0.0,0.0,0.0,35288.3,35550.0,35550.0,734948.0,734948.0,0.0,0,0.0,0.0,24.0,Active
0196d6dbb29b932630b9865825c02dbc,-1,0.0,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Completed
019c95d3614356db6813c2151d6f61ef,-1,0.0,900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
019cac879340a24d9f911c64b32dcf67,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01a318c393802dde05b901c09a5930ba,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Completed
01a48a39ef6612ee8c453fb0b0ca73ee,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,822.78,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active
01a68febfbd659142e4eef68e5e06994,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01a83d7e3860d249ce4d4e881f699014,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01ab3cfac16a05a7337650e87216cf6f,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01ae6fe60eedbd29a63e385654f76759,-2,0.0,675000,0.0,0.0,0.0,0.0,0.0,3.96,3.96,0.0,0.0,0.0,0,0.0,0.0,15.0,Active
01aedde55cfaf3825b8f1e162fda5225,-2,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01b1d1d721b9e24f680383cb92addf15,-1,0.0,247500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01b55fa6beeca5278c8d6607a0a245d2,-2,48538.9,49500,0.0,0.0,0.0,0.0,2504.88,2520.0,2520.0,47418.4,47418.4,0.0,0,0.0,0.0,4.0,Active
01b73a4c06399212ee0c13c5a8e3927f,-1,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01bfe6115ea653d2ae4c4c0cb28ca8e4,-1,371650.0,360000,0.0,9980.82,0.0,9980.82,17274.6,18000.0,18000.0,371650.0,371650.0,0.0,5,0.0,5.0,40.0,Active
01c09e69c131300a54fb82af88a4ea65,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,2037.46,2037.46,0.0,0.0,0.0,0,0.0,0.0,4.0,Active
01c1833e0959cf3083a1b4588f99a71b,-1,445486.0,427500,0.0,0.0,0.0,0.0,22451.3,22500.0,22500.0,441625.0,441625.0,0.0,0,0.0,0.0,9.0,Active
01c1ccbd5ec91b8edbc006ddea4f4df2,-1,0.0,292500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01cd132e0d6a443985abe696699fc48b,-2,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01cda22925d3975cd0202a796fba9e5c,-1,0.0,135000,0.0,0.0,0.0,0.0,2916.18,6026.62,4323.87,0.0,0.0,0.0,0,0.0,0.0,5.0,Active
01cee0644a26ad5da0dc188036271969,-2,47391.5,45000,5850.0,5850.0,0.0,0.0,2250.0,2700.0,2700.0,45267.3,45267.3,1.0,1,0.0,0.0,10.0,Active
01cf03095400debb06203aef741306c6,-1,143225.0,135000,2250.0,2250.0,0.0,0.0,7004.7,7728.48,7728.48,139947.0,139947.0,1.0,1,0.0,0.0,4.0,Active
01d32701a2b181c1231e2c4c92e69e2e,-1,0.0,202500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01d4163ed22d4a9a06b970da65a4498c,-3,0.0,765000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01d6eb30308497f6f6ecce2866ae9296,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Completed
01e2a3d6e64252bb4a02ba089f13b717,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Completed
01e2b25bd487536827f6383cbf3a338d,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,103.95,0.0,0.0,0.0,0.0,0,0.0,0.0,63.0,Active
01e4e8de14fbd6339309a4f60e6adeca,-1,0.0,13500,0.0,0.0,0.0,0.0,2250.0,1509.17,1284.17,0.0,0.0,0.0,0,0.0,0.0,11.0,Active
01e5095353f6c68548cdeacf2bebc89d,-1,204822.0,202500,0.0,0.0,0.0,0.0,10343.5,0.0,0.0,204151.0,204151.0,0.0,0,0.0,0.0,4.0,Active
01eaed4c814a35511e3cfe6b80193006,-1,144096.0,135000,3600.0,3600.0,0.0,0.0,6580.4,0.0,0.0,141385.0,141385.0,1.0,1,0.0,0.0,4.0,Active
01f1de19bc76a431cee54a381a3e923b,-2,43194.3,45000,0.0,0.0,0.0,0.0,2279.11,4275.0,4275.0,43194.3,43194.3,0.0,0,0.0,0.0,16.0,Active
01f4aeae626bd50c928bdedb602af598,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,25.875,25.875,0.0,0.0,0.0,0,0.0,0.0,18.0,Active
01f66a229133db894a1eea59d0e9cde4,-1,103221.0,135000,22500.0,22500.0,0.0,0.0,3137.18,3150.0,3150.0,95917.3,95917.3,5.0,5,0.0,0.0,7.0,Active
01f7c1963f40b47ed72344a492cc0dc3,-4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,97.0,Completed
01fab556b347d6b3a56f716dbfec0190,-1,0.0,292500,0.0,0.0,0.0,0.0,0.0,509.175,509.175,0.0,0.0,0.0,0,0.0,0.0,41.0,Active
01fd55bba3e934d8a7c05273a494716b,-2,677544.0,900000,47250.0,47250.0,0.0,0.0,31749.8,31950.0,31950.0,669176.0,669176.0,2.0,2,0.0,0.0,11.0,Active
01ffe6f6c19bb9c017453d824f630dd2,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,721.125,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active
020384d73eeeeabbd59d0e1e2cebcf7d,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,1104.8,1104.8,0.0,0.0,0.0,0,0.0,0.0,9.0,Active
02058923a1cba618f6ffe2e21350f254,-1,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0208a801ba5fa58a9ff97f0efe927c6e,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
020cf6fe6852e928e7a8ac1577a28e94,-1,123406.0,135000,0.0,0.0,0.0,0.0,6313.59,7652.07,7652.07,122961.0,122961.0,0.0,0,0.0,0.0,4.0,Active
020eb9d710ecab96b43d22f23f6965de,-1,235265.0,225000,6750.0,6750.0,0.0,0.0,11289.9,0.0,0.0,233144.0,233144.0,1.0,1,0.0,0.0,1.0,Active
020f9ad7ff816ed4da01fc37c8215087,-1,41093.0,135000,45000.0,87440.1,0.0,42440.1,2250.0,63787.5,61267.6,39522.5,39522.5,1.0,17,0.0,16.0,3.0,Active
02137e30ccd7e94be408b2512d8bc4b6,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Completed
