reco_id_curr,reco_id_last,min_cred_months_balance,f_cred_balance,f_credit_limit,f_drawings_atm,f_drawings,f_drawings_other,f_drawings_pos,f_minimal_payment,f_minimal_payment,f_payment_total_now,f_receivable,f_total_receivable,f_drawings_atm_count,f_drawings_count,f_drawings_other_count,f_drawings_pos_count,f_installment_mature_cum_count,f_contract_status_name
003a615544a42560dd6fa790ab168c50,4b8e108379b5bc873c16646826d1aa69,-5,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
003c56e78baef158283fe9ac5203699c,e8d3e6960fb7457c0fcc9364f34bc114,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
003c781d2f1bb550da9a3c6cac0ffdc6,b993d825d7053dfdda63dad15445b619,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0042a4ce7948906857f01f6778012524,9a03d9dcfb6356d1f7095dc6847a560b,-6,0.0,360000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0048b6a494b5510056aaedc510489a6d,fe472226b78545c45fa008250671fdcf,-6,107506.0,112500,0.0,0.0,0.0,0.0,5625.0,8775.0,8775.0,107731.0,107731.0,0.0,0,0.0,0.0,93.0,Active
005170e25926c81ee3e4d28498109b79,9d1fabb99394fe7038dea3f7519cdafe,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,2.34,2.34,0.0,0.0,0.0,0,0.0,0.0,6.0,Active
0054cfd230a0da103de44bdaa57cc598,9986a05d48517d7535fe3a8b0ee51f60,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0056b9281dd533503c84b8fe16d8b4dc,0afef6dd14fe22ec964e46b73522acad,-6,0.0,270000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0057b8630a4b1b82a06f5ec8fb19e7e1,fe59476c48506e360ec48415c472fce3,-6,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Completed
005d8a8b4a836813a1d2c57f8e7d6646,61b7a460e3992777061f6bd008065fd3,-6,4554.85,450000,15750.0,25129.8,0.0,9379.8,8294.31,112500.0,112500.0,0.0,0.0,1.0,7,0.0,6.0,31.0,Active
005e92a58334ac29946cd0e4e6778167,2623ffb490e8655c26e6d08320657a0a,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,427.635,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active
005f49f3c5491bc4e33b309d21c05e75,78d51bc3cec5c5a6afdec99d3ace1667,-6,164160.0,166500,0.0,0.0,0.0,0.0,8261.14,9000.0,9000.0,162287.0,162287.0,0.0,0,0.0,0.0,7.0,Active
006210d298bbfb13682de7155f85e402,0534c738bdeda9f81aa90d77cad04674,-6,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0069a98ce9a5beeca391ea7ae5b594bc,57c2ecf758098a57eca5217169ad7084,-6,220392.0,450000,0.0,0.0,0.0,0.0,11593.4,20250.0,20250.0,218762.0,218762.0,0.0,0,0.0,0.0,2.0,Active
006be3822e376c000ab7b9f123934ef5,64b0b6d815d408b630820af5b1d58430,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
006e654455b1382deccd14bb2f30c3c4,def156d8b18b66e839f775380bb32a30,-6,0.0,855000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
006e9c6d9c8c46149a5704179b57cf99,e37d557b9ce197176cafb0d5821ed5c3,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed
0075f270f44f7ba0f367179c1d3ef020,ab6e9309a652241c492a4dea53862477,-6,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
007d48a2bc006e6eac0348c788d26dfd,99c79cfdd6e633dc7118af665729eddd,-6,209973.0,202500,4500.0,4500.0,0.0,0.0,10368.9,11025.0,11025.0,208403.0,208403.0,1.0,1,0.0,0.0,9.0,Active
007f72ff2ca29d1d754742d7baffc134,e2b128ad1c712599d22e6ba284561d26,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
007fabf2a139afc03210c61b270be7aa,565c8a71f7e254c1d38bfd26f72469b9,-6,331263.0,450000,0.0,0.0,0.0,0.0,18373.3,22500.0,22500.0,331263.0,331263.0,0.0,0,0.0,0.0,37.0,Active
00840b43661d546371d3b6d23829ab52,c91a1473671b0670fd7972f995452d60,-6,0.0,900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed
0086212f18f5177e6625f8c1f9ce07a7,8ca5ae5d6c0124e2bba14c20cc88f221,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active
00888e00d5a33a42ce6f9c63d4cb6d47,6540a0257571c7e4d7cf2a39b7575540,-6,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
008903c35f935498eb351c6ed9a1fd50,259c805bca94b71b2af04837ddd4e7f4,-6,10810.8,675000,9000.0,9000.0,0.0,0.0,34530.9,737884.0,703322.0,0.0,0.0,1.0,1,0.0,0.0,6.0,Active
009980e6917bfcab7759fd0dfd38a462,e482b28c41db2e3b0b3d41d0a07a639e,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,26.775,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active
009d8aa2721be995c7a3b2a21a9bd369,cd55b9e59687f3fbeb5d3fd055572c7a,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active
00a0e0c28cd1aba415bd23422532ecc2,2d408509a5503975fdd02e30c668c008,-6,129672.0,450000,0.0,0.0,0.0,0.0,6903.18,13500.0,13500.0,128713.0,128713.0,0.0,0,0.0,0.0,37.0,Active
00a1b6a8fb315bc71d0f3162a0c22a1b,c68ddd9aaa65752e46e3cce4f1b8a7e2,-6,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00a8d29eb590405972088b0ff1493cf2,fae16596a04320d2da72991a9cec3a4f,-5,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00b029e4d3a0f551ab188e975591ae52,a2d43e1f432fcee073eda9a62a4f9a77,-6,426409.0,450000,0.0,1629.0,0.0,1629.0,22892.2,22950.0,22950.0,426409.0,426409.0,0.0,1,0.0,1.0,23.0,Active
00b2696465b4d1c0a8851ab26c5223ab,b8511475665c29968269555abd203fd8,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00b50cbf16192a3c7e64154728bd8737,6235d3be4d3b041be07e00b98f8e653c,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00b8c10c5466e8b809e698f04868852d,8ecbfcd2710dbd97213df951d1aa4207,-6,129.96,540000,0.0,0.0,0.0,0.0,0.0,1.08,0.54,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00ba8ffa310bdc3d3b0bdee9bbd6e1d1,8166eafe800938814cc4f05ce6179458,-6,96298.6,90000,0.0,0.0,0.0,0.0,4831.06,5400.0,5400.0,95403.1,95403.1,0.0,0,0.0,0.0,1.0,Active
00bc0b18d4fff31102dfcefd013d04e1,bda171764e93da55b92c4c767fa92e33,-6,135698.0,225000,13500.0,102200.0,0.0,88700.0,2291.58,16668.0,11718.0,135698.0,135698.0,3.0,21,0.0,18.0,2.0,Active
00c1e324f430fb49f5f31bbc4e52291d,5fabcc99e6714927017780a93ee6e164,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.0,Active
00c5d6423c93a7a1d5f2c0a51078cdf8,79fddbe66bca3d2a7946e3476c039d75,-6,37466.0,270000,33750.0,33750.0,0.0,0.0,4851.04,125374.0,125374.0,36120.5,36120.5,1.0,1,0.0,0.0,12.0,Active
00caf61ebd7ad68f8a5a67cd3a7efba5,b5b31838d430678524775cb4bcdd18e0,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0,0.0,0.0,13.0,Active
00cf38eddf9b182999f715b208bfcf7e,8ca52540a77479b1f158f7979e17c130,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,1.305,1.305,0.0,0.0,0.0,0,0.0,0.0,4.0,Active
00d7ce26ce058ca1a544820afc41f6d0,191cfcc3c796f3366fd53389db405b35,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,10092.3,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active
00d99bf64657107054bf3d37e0a04926,74995e7a08502196e32419335897f755,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,41.535,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Active
00dcd400be7c34902fea6bf3e7023c1a,a06c1b00bc07b4a047cbb84f132a3b40,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,4598.91,4598.91,0.0,0.0,0.0,0,0.0,0.0,1.0,Active
00e12f7d2f847ccaeee1731e691c91f2,a95372de79f7344421c4afc706fb29ca,-6,312771.0,319500,0.0,0.0,0.0,0.0,15625.7,15750.0,15750.0,310486.0,310486.0,0.0,0,0.0,0.0,26.0,Active
00e5170ac32b37f13d58ba7d2997aaae,2b4a623f6d611b8d5b4610d48c2c1cb4,-6,339654.0,360000,72000.0,80955.0,0.0,8955.0,18507.2,19079.1,19079.1,339654.0,339654.0,2.0,3,0.0,1.0,1.0,Active
00e761cf52db0ab190c397d758860d55,339590acf5df2a1a35ff5ac4382b1367,-6,0.0,765000,0.0,0.0,0.0,0.0,225.0,2.61,2.61,0.0,0.0,0.0,0,0.0,0.0,9.0,Active
00ea5a53f3db5ab9e0be728138526e4b,8562b03c5011607dc411cff7f1b8f886,-6,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00eae957ae412cb6d736608f569ac90d,7240b8472e737a294a7837ae705ff32c,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00eec484731055ce8861e2ca6c36744f,282739baaddf2fc93fa26cd1e0f97c58,-6,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00ef2913824c8473804c0af9c6efc459,bd0fbb1987fe7615f3e3a5ea0aa61737,-4,0.0,337500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00f1eeeee1a76cae11424b3ee15f7339,fa35e50ce0bf1427a6a808a69902fed6,-6,3809.02,45000,0.0,2230.2,0.0,2230.2,2250.0,13693.5,13693.5,3809.02,3809.02,0.0,2,0.0,2.0,50.0,Active
00f56d23ee7c03ac71e8e95a1f227194,6857eb01a2e7e124cae1949e07b73faf,-6,41091.5,225000,0.0,0.0,0.0,0.0,2308.32,2475.0,201.24,41091.5,41091.5,0.0,0,0.0,0.0,3.0,Active
00fc32047cace6e9bb48442edaa19085,1dc5180e53d5c7baa15ee2100296d796,-6,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
00fe321f22a33a331bb193690a3a1852,8dd45e3b6ffaf7d7b1e6ff024702a591,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed
01000eb692eab63c6f53e6b0552b3997,7bc9f7e9c021497c7934007e55f564ac,-6,0.0,585000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Completed
0102f5e18768092942ea213a2eb31135,52eb76cea1d6591c5885088aefd684da,-6,217202.0,225000,0.0,0.0,0.0,0.0,11826.6,12150.0,12150.0,217202.0,217202.0,0.0,0,0.0,0.0,5.0,Active
0103169227a7b827467be71528f7e7cc,ab704c2cb47605709d38c80038539a2a,-6,225290.0,315000,40500.0,62065.2,0.0,21565.2,8816.36,9000.0,9000.0,222599.0,222599.0,2.0,4,0.0,2.0,9.0,Active
0106c552c745409bccf171e2e06db716,e924436e302fdfc157b577df33a471e0,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,290.79,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active
0106f883dfcf43dea809317c0dfbeed1,ee1b1252cb3d0f9b349c44d976ad2a65,-6,0.0,157500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Completed
0108709d613bc1d1db7e5c2b5f02c657,78ba7a70bb056e7bdbf3b0689b829ff7,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,223.11,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active
010d2cf4dd26c8b2469a8fb7ea13398a,129d70ecc606285b4db0ec8f47956510,-6,138355.0,135000,0.0,0.0,0.0,0.0,6970.0,7200.0,7200.0,137337.0,137337.0,0.0,0,0.0,0.0,6.0,Active
010d699164ea069aebebd40d33b90f2d,dbca9e1f03ccaf2e5be3920bb5bb81bd,-6,217714.0,225000,0.0,0.0,0.0,0.0,11171.5,11250.0,11250.0,217714.0,217714.0,0.0,0,0.0,0.0,35.0,Active
010fde00b6a42505ebafb28185d300e3,ab9869a3282a7f1f5ab83e6d95ce65eb,-6,360547.0,450000,40500.0,50467.5,0.0,9967.5,16657.7,45000.0,45000.0,356511.0,356511.0,5.0,12,0.0,7.0,8.0,Active
01158c46d941ae93abe775bdf1a9b2e7,d2363dffdf1db163303f451783930210,-6,184548.0,450000,92250.0,92250.0,0.0,0.0,4693.54,12150.0,5174.6,181857.0,181857.0,3.0,3,0.0,0.0,3.0,Active
0124185198c04863f15e575d2f5cad70,360f1c58cebed07f6b7a24d39f8d9644,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,178.425,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active
012855b40c4a414926b230f234069c83,66f96e61572c118bf56321f80bf918e0,-6,0.0,720000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0130f3483d5e3e43cdc5646ba62e0d2d,5217d7ee27833f5d8f022192aa7e6dc5,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,335.52,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active
0131a886af4e9623e168c511721ba873,afe8143eeb651bd6a30a206db669709f,-6,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0132611432738efda23df46ac63566ca,331bae4745664b16561560c9d0404c21,-6,463458.0,765000,135000.0,135000.0,0.0,0.0,14807.1,36000.0,36000.0,458723.0,458723.0,1.0,1,0.0,0.0,17.0,Active
0133330dbc34f1b6b409514ef512dc0f,572c84a509d4ab1ecdb770e76a977da6,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Completed
013d356164b85e03f7c97e3d862a6502,5e43770ea725b97750c471020ec73edd,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active
0142d4614ec6d4345adcc2590ecbb40e,d49b2e04c9e468624f4d6d1c76f1564d,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,133.515,0.0,0.0,0.0,0.0,0,0.0,0.0,61.0,Active
014739da0049e8e3997314fb20a331f3,72323fb1c955195054eaea19fcc0ea3a,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.945,0.945,0.0,0.0,0.0,0,0.0,0.0,4.0,Active
0149eb84b253772df3f6d3b479cd71d1,beab90b4e8778807adbb07a035326df2,-2,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
014be0a8993bcd0ae5b5263ca65a4673,bbc7172afffe31f7e3c54f2b329b8b7e,-6,0.0,13500,0.0,0.0,0.0,0.0,1418.71,242.235,242.235,0.0,0.0,0.0,0,0.0,0.0,24.0,Active
0156a4a05cfa67ed7251d75ed94ce6eb,f5a7a3cf6dbac73bc49c81d57315a7a3,-6,136753.0,225000,40500.0,138627.0,0.0,98127.4,2250.0,45443.6,45443.6,131488.0,131488.0,9.0,59,0.0,50.0,5.0,Active
0156b2354dbfac532599c5d359cb4f9b,20e578f5a459df819b25e249b0c3e397,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Completed
015ebafc849626dc9c5755a9ef469b5a,d51cd038855f34f2b64333144b2f8ab9,-6,183982.0,180000,3825.0,3825.0,0.0,0.0,9447.03,9450.0,163.08,182412.0,182412.0,1.0,1,0.0,0.0,4.0,Active
0163a2b38b3fdd859fc899b3406be422,bd31c9ab21e162adc1dfa8c58f200ead,-6,38160.3,49500,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,37435.1,37435.1,0.0,0,0.0,0.0,9.0,Active
0169914e69a9b802b6520eff396b1b37,e7a292faf2f879e20e1a6cf2f0813a34,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
016aa05553adcc70c7118e6d966329ca,736f32f143258752ebb699ceed1b5ee0,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01709e28bf1eb5793a01e6905a29d9b5,e548de9581c10739101c0e3355250022,-6,0.0,900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0170e4dfb60ff648f8864121063913e6,d9fee9f32b7ef37913f255d1ea9f57aa,-6,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0172b89568e352a6ab6ceef6eb8dbeb8,f53385e5b2b5af3aef640605249b0641,-6,0.0,135000,0.0,0.0,0.0,0.0,0.0,130.5,130.5,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0178a237ce795f47c28b2161f8faa7f5,e680ba9105d2b994552fd0d156b70b69,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017988c950ee73f5d03ed250d245931b,874ab669ef8eb876fa354792b5a62352,-6,0.0,13500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017b79b6d4e343840cd1f3453c0e0e3e,8d60d052f4c08621aa2e9ee832213bf5,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017c87d563b2bb5bf94ed730be5c32c8,4e5100db6a3b117caf956cfcc99ef2f1,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017cbe61413e59cdc7370d4017bd3d91,6fd8cd244bc772729ab30f5b9f38c580,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
017d0aed7bb58f978251bc01a4f4b2a8,f22b002c1066a35f25d1eadaf5c7065b,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,221.895,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active
0184e92e20d6d78c0103b5e167c26f34,9aa3cb43f87c0f4ad3de299a0a5016f4,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
018512121999cde9f4aab01b6a474140,e7f95ce4848629980637c94b906efc59,-6,211858.0,450000,0.0,0.0,0.0,0.0,10710.4,10800.0,10800.0,209621.0,209621.0,0.0,0,0.0,0.0,10.0,Active
018d36ea4c2556f1d1fc82cab0a86442,58f279ac929b584ec93b2b710490f29c,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
0190bee478481861793abb15d52b9638,49b86ec69cb19173a6358174d7b2a465,-6,443622.0,675000,90000.0,90000.0,0.0,0.0,19722.3,40500.0,21121.1,442051.0,442051.0,1.0,1,0.0,0.0,4.0,Active
0192a26e7c8fabafd82083eb8cc9e0f7,29303a369d3ca27ee66d1c9eee089e7c,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,157.275,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active
019463fcd64446b24c27538647b8387d,4527634f0a65cb9529a339974b6060c8,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,2085.75,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active
01949f176a73ed4ee9ce13d06a1e3478,0e89a8089c7368bf8ce0b2e72a902aac,-6,741091.0,720000,0.0,0.0,0.0,0.0,35288.3,35550.0,35550.0,734948.0,734948.0,0.0,0,0.0,0.0,24.0,Active
0196d6dbb29b932630b9865825c02dbc,28c2a579b905d34c9f879e4aba335496,-6,0.0,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Completed
019c95d3614356db6813c2151d6f61ef,a55b1b5bed14fcfff8d695ed0a0121d9,-6,0.0,900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
019cac879340a24d9f911c64b32dcf67,d2ba78ecf7744c9955136a4780aa5d18,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01a318c393802dde05b901c09a5930ba,a015fa831588ffb66b941f97c52ed716,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Completed
01a48a39ef6612ee8c453fb0b0ca73ee,6747f15c478c181723d76fe6d22b40a8,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,822.78,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active
01a68febfbd659142e4eef68e5e06994,c866a96a551f8ba4eda52abe6bc51abb,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01a83d7e3860d249ce4d4e881f699014,dec87aeb114941b170184b364c209825,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01ab3cfac16a05a7337650e87216cf6f,cd59e7dd5fe4f40d4b2f4794526cf123,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01ae6fe60eedbd29a63e385654f76759,16ee7b91d8e460163471cd10a12ef3fd,-6,0.0,675000,0.0,0.0,0.0,0.0,0.0,3.96,3.96,0.0,0.0,0.0,0,0.0,0.0,15.0,Active
01aedde55cfaf3825b8f1e162fda5225,b935790747c086e4e8014a9a71550f09,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01b1d1d721b9e24f680383cb92addf15,2437f95054f23ae4b805e4731d77cb03,-6,0.0,247500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01b55fa6beeca5278c8d6607a0a245d2,bebc2c3e525139176832deccdee45ab1,-6,48538.9,49500,0.0,0.0,0.0,0.0,2504.88,2520.0,2520.0,47418.4,47418.4,0.0,0,0.0,0.0,4.0,Active
01b73a4c06399212ee0c13c5a8e3927f,50ee28f80be1beffcefd8097811d4ad9,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active
01bfe6115ea653d2ae4c4c0cb28ca8e4,a372949f5e98e1b816366901ddcb771f,-6,371650.0,360000,0.0,9980.82,0.0,9980.82,17274.6,18000.0,18000.0,371650.0,371650.0,0.0,5,0.0,5.0,40.0,Active
