reco_bureau_id,MIN(months_balance),stat_for_bureau
0024fe648dea1c1835a70186654e5945,-3,X
002523d247db994e032054fec91f312e,-3,X
0025c988e2542c2af73c01a5bfc1b3c6,-3,C
002734def02331949dc77f40ccd1fcfa,-3,C
0027989d2d3a5f903bee7fdd89ea03a9,-3,C
0027c010477b8975e3e51c53f5db6a3e,-3,C
002812bd0d7d6cf17ef788b32b0cc50b,-3,C
002956008fba2a4719c7a4c82bb691bb,-3,C
002aadb40c85c61b3e46f81719a39892,-3,C
002b0441d40ad487a35187bd9930bc35,-3,X
002be441df7afa75b865643016ec5d5f,-3,C
002c06cb1b3987af22666cf1323cae4d,-3,0
002d1b0b2052b56869ae4af0b05466dc,-3,C
002f5e356f2ea31b08f269bec5b720b2,-3,C
0031db952baddfd8bf5ee539cdd400f5,-3,0
00325b13dd2579b5ac3e2f80af87bc8f,-3,C
0032999f8d051c481758b12543bf1dd0,-3,0
0032a030ad856cd1f036fd2aace825ad,-3,C
0033452e3b84ec5cfa471f88598d12c5,-3,X
0034b579e30fa1f59b59aefe102b81cb,-3,C
0035a898e9c85a61c7baf8be7b676a98,-3,C
0035c45e3b14637fdab828bd6f2b67f2,-3,0
00367d59b93d41b23d834978c87ff5da,-3,1
003a807c8d42173a9b17ef27af263309,-3,X
003d0d172151ac95b65cab6a5e3f1816,-3,X
003d1987247672b41a05e7da84bd0540,-3,0
003d5c1621023dc047212f7e11c65d99,-3,C
003da2e349cd38a3dc6b24e5034d2fb4,-3,C
003e0aa79214c7c3dbdaef6753ccee33,-3,C
003ed426e16b79c5b4f5f180af2be955,-3,0
003f92fc66613680751be80fe47a1216,-3,C
003fff0a254fecb5050759b84af00466,-3,X
0040117e77b1c9e116de026890a571ae,-3,0
0040ecc31eb5330398dd66a17861f920,-3,C
0041ebedf0a9b01501b2a2ee3c26db89,-3,0
004205933eb1b64f247d9c1f59255290,-1,C
00441069f0e94486bddf999eba158e76,-3,0
0045dc47e6d5f5fae1134c34f562f597,-3,C
0046ac0d757afad42a727dda77435810,-3,C
0046e775efa7f8626300773a7fbd3c4f,-3,C
0046eac4066cabdb86093b8297771709,-3,C
00473e4cc596ac86aca12e2443eb4418,-3,C
0047e0955139abdc7e390b447a1a48a7,-2,C
00486f5c8b21f0bb4128910cdbfdea76,-3,0
0048f666c674b22f0a5e33911af84763,-1,0
004cf3c90863f86605eb3924e344f34f,-3,0
004e21ae71dad36f00eef508f811d886,-2,0
004e6dc4446edc9178f005ab35a91595,-3,C
004f551af53beafc71c6f3c5ee3c8850,-3,0
005037655f282c5fbc3412cdaebccefe,-3,C
00521e660822c79463f2e557c132b746,-3,C
0053d3d01ce660b55b2726d3ca4119ff,-3,C
005422f746f1794c5f70ebc9bcf5503b,-3,C
005486aebc897a49901ed20061d83e7c,-3,C
0055574fec33c87661ca740aa492915e,-3,C
0055d5e81d9158f98bb5ff01feebfe8a,-3,C
0056f7d7271d2e4e585cbe77384d6542,-3,X
00574bfd5ecdc2f03fccdb8e86bcad49,-3,C
00579dbf696890a4561fef900da2f4d7,-3,C
0057b1804988c29dd7c52ce47a75ad87,-3,C
0057f00c78bdce4e4cfa56f75ab9e95e,-3,C
00583c784a5d75a2c953de98eab6c769,-3,0
0058b18622a62f3059dce997e3d98816,-3,C
00593665bd75f2c6422cca9471921308,-3,0
005964fa6f556726d11bc0020f731d64,-3,X
005a5e98a496744225961e576d4d242c,-3,C
005aac46eb5ded1ea84992658b84e010,-3,X
005ab704ea0d2d8a8e0f710d451e6e5d,-3,0
005ae2fd9592746cc5c525aab872d4fd,-3,C
005be635200588d016526965c69e83a2,-3,C
005e1fbeaff1b01a62270103834c9c10,-3,X
005e3ff32ea9a08732e824847fa5b753,-3,X
005eb9cdcb0d63826009853ae57e0478,-3,C
005f3ac2bc77e35d933619976ab1e6e3,-3,C
0061baec1ea939c6f955c2fd3f871b99,-3,C
0061ce4a06f0594d0e5ebc4530874634,-3,C
0061e2d56b026a4f48a6a9e9cf791cc8,-3,X
006308892df9bd9861c99b4ca42f7f57,-3,C
00633cb59b4eeb5dac7801bb030f1486,-3,C
0063eb1b8e6a8c3bf574a6bc7dab6bff,-3,0
0064439d63fa4483d98e99b1e60e70ff,-3,0
006483ef5f6085ac73273ccbadeb2338,-3,0
0066871e79038b6b23b7cdc4a3d3ae52,-1,0
006825e6d8ac908ead55058e3578930e,-3,0
0068aa90e62cb5f0f7efce1f5e56f4fc,-3,X
006998e6734b16ca9e303c7e9235a918,-3,C
006a42705de93b2b0e965209e0e336ee,-3,C
006b7cf95eb3c690eee61012ece0e58b,-3,C
006bc56fd478ee1ec754f68842543a05,-3,X
006c6823ea030e094176a9105ea6a703,-3,X
006da5e6e2b517fcd524104f431584f9,-3,X
006e08872a52c3df40dd68aad6f67dbb,-1,X
006e3c4dd60843318f6864c3f449a45c,-3,0
006f8c1a2a77174913947a08da70acb7,-3,C
00711a092b5d84eceab1d85105042ee0,-3,0
00714c3fb4e6c4b13b1cb7032df24040,-3,0
0071b99bb8c2e639372d3f1f14262e3c,-3,C
0071c4c8f4adf3877fd1abfcfb9f1219,-3,C
00734ba6fc4023f11fce9475054e55a6,-3,C
0076ac62237539c6850e4fcccab642aa,-3,C
0076b9c033cc6439495c2968ea568e77,-3,C
0078ba33e03313b58559834168e7495f,-3,0
007989534b070bd3fab319d8aed8ea29,-3,C
007af9a06387f967abb598c4760407ce,-3,X
007b1c7c383128f7fb31716ab2d02c35,-3,C
007b92198b2e3ea6ade7479de48f88dc,-3,C
007d32fdabbf487d36d013dfe350b280,-3,C
007d757e3966bceb867c63481cd933cc,-3,C
007dc8da364a67fadbbdf43c7b2b3351,-3,C
00800124234aacd31046e975a8d1b459,-3,C
00830bafc6f6545d0347359e0a95caaa,-3,C
0083345f30b817c4919e79091d44da09,-3,C
008421e7d2800f5a7b4f69b9033fd133,-3,C
00843d56a09268d20bbb342377f3f760,-3,0
00844270c2a283201b3d217ffef34110,-3,X
00852c3ea5f0f689431867a239a87e2c,-3,C
00852e0de756e15efd85e40327938943,-3,X
008685b9c1e0f0d6acce8897d3d27f48,-3,C
0086fff6f2ba171de294aa26f7babf02,-3,C
0087c5db3c9a7b4691e79fe5a3569e0f,-3,X
008862dd58d7a185cdb661396865695b,-3,C
008876f5a2476a215eddecc7e5952c20,-3,C
0088a71ed124147f8134079b3a534cde,-3,C
0089643bbfab3570fd0e6c1eb7a4699d,-3,C
00898f15d56d99c9b7fda1a73a6e54db,-3,C
0089e044b6a7b163f86679e6871cbb1c,-3,X
008a8d4ca3943d9dc7bf6d78516ff9c1,-3,0
008b451c65961c5b981a9c85128d8685,-3,C
008cb299cdef00510a4e51c95af207ba,-3,C
008dd6eb7f38d657fb0a5c045a0997c8,-3,C
0090a45dc5149f4efd64f22a9ab764a9,-3,X
0091a727fe527ea5b8f3155f0a092826,-3,0
0091e751600c265b17134f261c45a1b7,-3,0
0092bf1c3c28a6169b5269b92bcd8dd7,-3,X
00934b68ddca3443013fcdb4dede7538,-3,C
00949d12e0d955c2fbb30f8f9f420597,-3,0
00950d6e4a989648866137d9bea20dec,-3,C
009776a918b968d2da0e355d7c4d8918,-3,X
0098d5b4cbbbfe485277be75d375f02e,-3,C
0099b217e21a942523476ad4a5316410,-3,C
0099ef6a63414b0b9583d9d283b97687,-3,C
009a03bb09f909264a88d76bf75c56ec,-3,X
009a94e54a1747512c3bbe08df290ade,-3,C
009c3e4f5c5c559c8598dfb56ba8f53f,-3,C
009cc72eacda4caa3afc2f87875b761d,-3,0
009d8fe7a3db83d928569787b56efb77,-2,0
00a03d6838145174e8d8c00ea00a0995,-3,C
00a4633e258a12fbe49ef8dcd2c88801,-3,0
00a719bca6478bd60fc6f1a16f82f366,-3,X
00a7585b2c1bf2a14d896d1e24ef9288,-3,C
00a811850dbff5627e4e1d85cd1f908a,0,X
00a883fb56ed81dcd73f238e12bc3965,-3,C
00a9108b5cf7ef87b17b7ca26358858c,-3,C
00aa77f35b95249bbda1af17d628a5d8,-3,0
00aa8e59ef0cb2e7023c3b9346854393,-3,C
00aba3ed9cdd573138dbff7e69bb9a0d,-3,0
00abeabb33d05807c6ae83a37e818934,-3,X
00ac7dc2948fbf6d1ef0575f56e73262,-3,0
00aef62636d64c2b7d7ae6f6263dfcef,-3,C
00af01c51817da18f0656ff59fb38047,-3,C
00b04691499fd22bb5bc1bcbb78b4c9d,-3,C
00b0d419ad802c8dfdaeadc73bfcd563,-3,X
00b0ef4dfeaa7239b8bf02c8749d3fad,-3,C
00b16da122c5e05975e98478694e2a3f,-3,C
00b1be39881ea9682ab37dfed637ccf5,-3,0
00b2b65a030968d7ce9d4e12fae16d40,-2,C
00b419a66b12ed352f8222adee53bc35,-3,C
00b4773ac78fe9f474c07218270df83b,-3,C
00b6fbdf743e2430c916f9e6019810bb,-3,0
00b7b0325d4402d282e60a93ab6a9e9a,-2,0
00b890ca0ce7dc9d134468c3c720af72,-3,C
00b8d50f34d6a7a93e739501aa9d3caa,-2,0
00b93da2d1c66f59909d3874cc42c6a1,-3,0
00b997fc50bbcf0d9b0e5ff59749e58e,-3,C
00b9b9caefaf7402e7da320453b504dd,-3,C
00b9fb7dc19d5936e4439b16e25bca84,-3,C
00ba4084c73b931f65ca13ebde7eaded,-3,C
00bb1d4b5061b89be58252faca6369bb,-3,0
00bd6cc25c278d14be04146fb69112ce,-3,C
00bdfbb3bbe1141bb1f4170b0726af58,-3,C
00bed8398b65b565f303f837a9fd7f43,-3,X
00bef27aac4bfb17aa170f45f8fb3805,-3,C
00c0a6db7d1b3e462db3ab7517a0558e,-3,X
00c4b04b80a5a4c18c72f77fe6b8d581,-3,X
00c4bfb569ea7994078f0164f8f2c20c,-3,0
00c5655be18c6e6ed33564f32d6a3169,-3,C
00c65d362461172968fde224b80e7313,-3,X
00c72db2a2b38f69da97ee2f9f484af0,-3,C
00c7508836f812d9c6f07f7b9e16b6e3,-3,C
00c82c41a07dc5bb69d3dcde41de41f4,-3,C
00c939e261b23a19a54adb3ee82337a2,-3,0
00ca19778eee366514284fb49c215aee,-3,0
00cb8cf2bb59ee54f41aab266ae61461,-3,C
00ccaed5041a44306f1d5f69b12758f9,-2,X
00cdcb3ead83181f47f0d700b34ab94a,-3,C
00ce4a0626b17d6ac022e8335976b6b4,-3,X
00d22dc646e7648789ee1742f6c8b89a,-3,C
00d2fc3c7682d6f1caa2aff9cd42459b,-3,0
00d455ac8ad5f95b237d7efdad702bd6,-3,X
00d4bed5d6af17aae5954f1ce57ee31c,-3,0
00d535edcc6c05a0bdb4dada96b912f7,-3,C
00d54e933234bb6f6ffc5b5d34de0266,-3,C
00d67435895bc4e5be0596f0837d5b23,-3,C
00d6e86f7b9d756f1f6aafb009a38a6f,-3,C
00d7883285cd5c125a53f91cc5d37cdc,-3,C
00d8454f7f07bc2bf1bcbb973ebc9300,-3,X
00d88ec1579daaf4c01567250665e67d,-3,C
00d8bdb3c51959c1755baf7cf7e42cba,-3,C
00dab3df2e4373877179ef3950965225,-3,C
00dc021a13a0aea4db63b39d6e169519,-3,C
00de586870c32e69a1cb71d612af8de3,-3,X
00e0638071e9516fc616f26a8d7233e2,-3,C
00e0e05d96210c507ce1bdd54e23e0f8,-3,0
00e22b04975cd72c42e21ba59004935d,-3,C
00e2b8c5869a3356ef9de665552a57fe,-3,X
00e2e01eec051e80d7fc0fa57a8cfbb4,-3,C
00e2e11c4d6f5e8cc95034d1ec8a55ab,-3,C
00e36b53d61afcd8f5c735027a9f2e89,-3,C
00e36b8a190e2e975cb5a2c9e4b707dc,-3,C
00e45c9fc01600daf4e3343470eec410,-3,C
00e6346fb68a06acfe36dd1fc61179f3,-3,C
00e644f36562a6cf581dda0156677319,-3,C
00e6e347432164af4f243fe8fca77ea9,-3,X
00e7df47badafb3adf15110170ef609a,-3,0
00e80dc2970e590001d234d9dfd01ea6,-3,0
00e8b3dd669a9ffe7a46908c54026578,-3,C
00e913e780649abdf84f2336ed8f4625,-3,0
00ea32b740e4508f4ab2949cdc40c4e4,-3,X
00eb84ac32acf1686be0477c851379d7,-3,0
00ecb0d2ccbf088e71b4eda048ceeaf2,-3,C
00ef2cb1629c1a668d484e6abe78c373,-3,X
00f04c1a4f0648e9c0174716158d25dc,-3,0
00f1ec198dcdeacaaf2353d4437f1320,-3,C
00f2a9a32e218678c3da805908184c41,-3,0
00f2baaac92720027196d2487a2e40ac,-3,0
00f545bbd9e5176df22a33f46bb381a2,-3,X
00f56475df5cc1824ac6c543fcaa9ce9,0,0
00f61e1cd73776ac352d6a23972eaa77,-3,C
00f6456d2c764d4cc6b62ff7ae626104,-3,C
00f64f8e568d7e5082dbb6ac521a2965,-3,C
00f7668828acd1c86ff062ba14f326cc,-3,X
00f7da1450368002a20d259a425bf095,-3,0
00f8011540d2bb97ba39ea7d79532ece,-3,X
00fb5c87fae8f5339b67d77c9ad1c39c,-3,C
00fb8d42ce64cdb8aa8369cff7fce06a,-3,C
00feddb52e0b833ddfb5fab358658b22,-3,C
00ffea13c050e1da549a60710440035b,-3,C
010106ff5c0ccaae3e7759207e77302f,-3,X
0101bc589616dac54a36328c7bf0bab9,-2,0
01023eb73c0263003ac35cd21eb488a2,-2,0
010241e4d547196158b8fd8ef46f0786,-3,0
010377782afc618521fa727f8efb563c,-3,X
01060d63d29ce42c8cbbb5412b6fce56,-3,C
0108801e1359a0a1e709fc9dbc25e594,-3,C
01090dd5015cd4337676ad4bfcc2dacc,-3,X
010b2c522c0e03fdb6d1eddf474cb53d,-3,C
010c1e2b8eddaf5acf466a34ca3e7637,-3,C
010c903f9fad792b8de30c7d0f566171,-3,C
010e5d39599cc621d15184c896924f9c,-3,C
010ed120a2d171328a46a55c7863ec33,-3,0
01100aad597aa9929096c4762fb584df,-3,0
0110c4f525c1cc3f4f14f2d9ccd7d3d7,-3,X
011197f4a5f25639f3d4351b07edd4ac,-3,C
0111d4d51dc13701ba3e4d9901f8ccbe,-3,C
0112cf40c093c5cc55df750879708135,-3,0
0114cb80a3cc08038feb7ffe4a10e8c2,-3,0
0114d791864b39653d41deb30923bd27,-2,C
0114e3b60220a56936d4b9a8274ddbc3,-3,C
01152cc1399e2509f79feabae2fcc659,-3,0
0115eeadc3c3e545cf38470799f46ffa,-3,0
01168bde8ec4d77f09bae35382cd2a0b,-3,C
0116a4ab505813374bedc6df219d08ab,-3,X
0116d0d8e15fc223ee0d2e25d499aab4,-3,C
0116f0f2d913977065754d11a6867e19,-3,X
0117c69e917c693c1b059fcc74796a36,-3,C
0118fb74f1018b049f91c08e59fdbcfb,-3,0
011936e7e9570bd9158d41a30c642a48,-3,C
011ae79c7e609378068514e5c992b6d6,-3,C
011bb1b85f317d52b6eea9a6167e92ce,-3,C
011d85ecc508a8e602d76fc0eec749d2,-3,0
011eba2925b717b765515ff642fa6583,-3,X
011ee94da436e9ab3e3c4058c5e5927e,-3,C
011fb5f3cb54f17518dcac0912533dee,-3,C
011fff2953fbf8a16dd6aaa6e6f5842d,-3,0
01206ba178e21f19d2e141c90d3f90ff,-3,C
0121aaf0cf3667cac19a8bbef5cb4a7a,-3,1
0121c5094f6db458db09d748c552e6e6,-3,C
0123331ae38be2272f6631b7786e4235,-3,0
01234ddc41530e2763015a4e47dd08a4,-3,X
012358aa643117a08140c777bee9e0f4,-3,C
0123676cba56fb87b140aaf3b689fd49,-3,C
01236868716afdb317d42bb70f3c9036,-3,X
01246faa2acf8466822f3b01632a302e,-3,C
0124a75cf965d5061918a99474421a22,-3,C
0125099fbed647d03d46323259c8ea52,-2,X
012632a784a9b363b7e8365d7cc02a0e,-3,0
0128fc43851b779ff33625daea1e9c47,-3,C
01295d59784d3bc9d4c4e4580b97f405,-3,C
012c98417b54cbff501c51b43cfb3ae8,-3,C
012e8594f88ba626919624e295b3829d,-3,C
012f582af1e090cbe096637a11248231,-3,X
012f83c1dd28ec2c03add3955fb43bdd,-3,C
012fd05b4b94d555b9aec83e70e9b5d8,-3,X
012ff98fe25cfaab6cd6461a429a19b9,-3,X
013115761de0fe75d5d5bcad997784b3,-3,C
01315a0ec7e2ecdaee465b3df63a4991,-3,X
01319c7e1d7cf20a9969ce621fec4b87,-3,0
0131b8cae5ca03fb3748821ef2b50e6d,-3,C
0131bb7f9092ffa4a26efe1c6d6c3b7d,-3,0
01342be2738c3107845f0a6a9b5f1733,-3,0
013444f99e959aa4e5bbf374868c0867,-3,C
01347d07a60116c2e78bf0a52941ac6f,-3,C
0134f2265a6c2b3ab9a047210b1e3511,-3,C
0135d8f76ef343ec5a514f0716ec1e4c,-3,C
01361cf35208c40fc170c7aeeb866011,-3,X
0136205bb9947a443a1096ab9647d162,-3,C
013658889ee9c9a72ae5267f1126c348,-3,0
0136da69362159bae2d493fe38143c34,-3,0
013736e2204b44948c32da5458f8fc0c,-3,X
01375fe93378ae840efb0183c73ac7c7,-3,1
0137a362981f01d2a5f40b62773f4e28,-3,C
0137d2c51141de8c35da71b98196f572,-3,X
013a44f1fab259cd2c9c08db1bba5ff1,-3,C
013a806c2f256a3f4a5ee5112b73dd50,-3,C
013caa69034ac8d7da2feac73ebc8569,-3,C
013d1fa3e2ad5af7705d4ccccf23de83,-3,C
013db91be70644dfca353c012b084274,-3,X
013e6f64d22ad7a1ef63bd7d1360c10f,-3,C
013ed8b965a28667a01f93680eba77fb,-3,C
01402003e35657b516415ecbc0ba0b08,-3,X
01411c1368949e311fd74e65ed6fda78,-3,0
01412ba08d19769c8a88ec2b0bdea260,-3,C
0143094ad54f5d965e2f13e28d0615ae,-3,C
01435401821e9b25a684bcfe547141a7,-3,C
01435d3091c8dfbf633a03ed00fd6274,-3,C
014460d03d236d87a6691fe567f6e423,-3,0
014532d1840eb129d2c91da3228669e5,-3,0
0145a47464a2e9ac4edc6fed704977cc,-3,0
014708df37c752e8052510eab79108a9,-1,X
01479b3df6a18729ab6ec7a23de25788,-3,C
01486b6f89086554b559188964c978fd,-3,0
01487a9d71dcb51785b9a895fd77b240,-3,X
01491561625de40895c800aefa231f32,-3,C
01499c658943199d1123aefd0e07161a,-3,C
014a6bc473f601aabc21beb2f197f781,-3,C
014ae54d4a216b6cd62c0b975c214013,-3,C
014c0347a19b45c7355ba2b5e986f7fb,-3,C
014e82c6359ee0566655ce13155c349d,-3,0
014ea1b78cc3d401e170e7dd36a6a4a6,-3,5
014f1cf9902e3c2eb11c52f768de12ce,-3,C
014f7dfede0867e5a09482178cb0f405,-3,X
014fb0dd5d22600e74a7c4abfd8e50ea,-3,X
014fea167d5224a4ee97c62bc502842d,-3,X
01508084fe6bbcc64d66c787f4ced537,-3,C
015299dccb701a35b405c954b9390136,-3,C
015347f6e8a379cfe66daa7a4c1c4aec,-3,C
015451b2223844fa28a087043c3f710c,-3,C
01545cc36982559169a203243d58c22e,-3,0
01554d6db36296da3974ef20a7534afd,-3,1
01560d8cdff90e57566a57a51c1acd2a,-3,0
015618e2045c427cf6df1e427aa7dc51,-3,0
01566230024be7f7d3ab99445d464f44,-3,0
015684eddc531334cb602ae2f09626a2,-3,C
01589c511b1d1ca302c29bcfc25a56c0,-3,C
01590ea09a5f1565e47243299faa389d,-3,0
015b94d6efe122b4e485589e6c77a06a,-3,C
015d7887c9fe19cad3720026d1bdc8dd,-3,0
015e2630a1e4c127ba0522c16fea932c,-3,X
015e84d90f078d5ffe61a96948826b09,-3,C
015f261e10ff55220c7bd2a2e73f931f,-3,C
0160b1cf8e004f6f675c517029a737f1,-3,C
0160c109d186b07aa1af14e7a7f7ecb8,-3,C
0161adbbc86847ef617caec13b2ef6c4,-3,C
0161b429f1bfca93f010719d48f96a75,-3,C
016425c421e4edd6552a553d25f5f186,-3,0
0166c79693300a871139bd6a7f103843,-3,C
0166daeb2637bafcae120ec5a66e92ee,-3,C
0169e1a1f14e272cf0d3d8a850202e96,-3,C
016a6e62cf6462eb4e9ad58197bda6c7,-3,C
016aa1a598959e32f96112dc83e1cb8d,-3,C
016baa700615b8cc3f75385de12feb79,-3,C
016c2fd61d505313f735c49e34d75fc3,-3,C
016d01d352e29ee8cc1a2a7ac0e53b69,-3,X
016d8174004ca2c527d09f29d9989786,-3,C
016de53aa2e698767ae9f18fcfc6aef0,-3,X
01704c19282324dc30171e36cfa3f33f,-3,C
01705042f9047f18fd28b0de459ce525,-3,C
017165f6858e27adba887fbfe60cecbc,-3,C
01719cd2d1a7b4579fde1a57ef4c3f61,-1,0
0171c1d29961c256436b15f3bce39a44,-3,0
0173aeead973e1e72f32bd326b6d872d,-3,C
01742d1d171f72951a22104864eeb9ea,-3,C
0174b26dfb6b70c5d987579745fb4ba8,-3,C
0174c2db182d8c458ddfe7b0557228e7,-3,C
0175bae33a2d31dc992ee8f484de257a,-3,C
0176796d58b459b2df5475dc5233dd6b,-3,0
0177df4b3c4bc4444371e5fd6d84d0b8,-3,X
0177e0e238970e2959fcf71ae34cb1fe,-3,C
01784387f8c27996e4ab3dd430df7fdb,-3,0
01787fb6de1653e486670957c2500d5e,-3,C
01789906db51685ebfc277d65a559871,-3,X
0179acf1afc35c97478681a695cbf76d,-3,C
017b61c37fe3490edeaf7aaaa55b228d,-1,0
017b83e00fe77428ef64160341d0b775,-3,0
017ce92085e5ce2c6da1db50b6c7b2b4,-3,0
017d7860032e77cf7262c924aadbd239,-3,C
017ded0b6e34e2e2a5e1398298624b59,-3,X
017e6a99699b908cac9327668bf04c98,-3,0
017ef2644e997fdac67fcd1c241d5cfd,-2,0
017feadd34805974934d5cf9882d3268,-3,X
01813eebf129bd541e19deb23fa886ff,-1,0
01816357b56c0d6b4937ef56e6900c4e,-3,X
018239358cebd48fc53cafb91de59eeb,-3,C
0182c32e2f3d2fd5a91cf225d3b6d945,-3,C
018572c5be8b5fbfca0327278a0bcfbb,-3,0
01887987d2fbaad0a04470ad88b18337,-3,C
0188ebec8d1d0a1fb424ca460a79ffbb,-3,C
01893c6b3fb735475bdcc29075fda12a,-3,C
018943ac8f81554c7967b15c824245b0,-3,0
018a67e38667198b29813105146526a1,-1,X
018c0380daeb9c4aa713671d03118f38,-3,C
018de5ee3fdfbb2f2480e1b78f0620a8,-3,0
018f02e4abe7b2f13331e90530d76bbb,-3,0
018fd8ee9ba514261f548da0a4e35a55,-3,C
018ff01ac1522ce37647655b415bddf8,-3,1
0192bb39e99a48897f44f6ae5f43f97e,-3,C
01949b87d0bc344886c8603843ef7840,-3,C
0194e87fd2c21efda76d89b44351ffad,-3,X
01952a21418fe43e14f17241a44c0601,-3,C
019580a9bfc68a05b518a9ada17bb1aa,-3,0
0195c8ae99ee87cad3cda9bd6e7bd13f,-3,0
0195ec55b4fa6883e6d6a926568f6fd8,-3,C
0196a705a0ddb0275f1c0e0266a8e1e3,-3,C
0198a90c0e8fc7885f4c1500ba224d39,-3,C
01994e80de2d83950f748e1b275dad0e,-3,C
01995e637051acefeebd5de2dc39516a,-3,C
019a7dcdbd2459be84a4588492a9ab4f,-3,C
019cc6caaae4443fb01466953c9822b0,-3,C
019d4a50798e2f0e26457bdda03ecf16,-3,0
019e04cb9e755b61c374c14937102c9c,-3,C
019e36ce81ea488e9673b1d65482efcf,-3,C
019e48d77e5f821c18fd4dcd03944341,-3,X
019e715df7a90dd6efe4accc9662b42e,-3,C
01a10ea112f6ceb6c1b21e0edec07739,-3,0
01a14d039a010c3c0db13efe0ba578bb,-3,C
01a1e64dbd2ba270985ba8a8901af8ea,-3,C
01a30cb1b3c4e79ee7e13e4c6dded356,-3,C
01a5d0528ded15303a6e81277d933c10,-3,C
01a5f28c6eb9872655dd2d6d4024d97b,-3,X
01a684d265ea99165d5302f03abedbf5,-3,X
01a8b2ae666a8902982be9d8449cf94f,-3,C
01aa1a943a91a0a251e4b99748390cd3,-3,C
01ab2dcf45079134b5e247a37482ccd3,-3,C
01ac132551ac5f5b53b7942120834f71,-3,0
01acf62bfbb3769714f8872a8ff59251,-3,C
01ae684a3fb339fe46eb7bdb8941202e,-3,0
01b02aefc4dd0c60968f0ebb360116bd,-3,C
01b040aa57bb2d7e9ef0ae62e931ae41,-1,0
01b2a0347c8a905d13d268f641ceb93b,-3,C
01b4a6404e8207a56c496d0767428975,-3,C
01b4c5312c423cfc9933655a39978101,-3,0
01b4dbadb2483d70f64fcc947b0628e3,-3,0
01b53c641e69693992a55e1e52dac565,-3,C
01b5e1da0959578b87845053a64e9e93,-3,X
01b5e3dd5aef9a8a9bcf48f51783ef47,-3,C
01b5e7bfd5ff81ad02f945765c5fcd3c,0,X
01b63786a22d07ce8ff92894902bd1c2,-3,C
01b66d250b0ecb3de01016c21f5387be,-3,C
01b731af83b74d80e4e6bbf03baef0b4,-3,0
01b7cc98ec91e4aa83b18febdf4eb7b1,-3,X
01b8e286aa4803aeac0a2a5a2774d15b,-3,C
01b9277f8730d117c11e4fccc02a25c9,-3,C
01b9aeb3545f26a8053ff526196a8e9c,-3,0
01ba8907fd5af905df37de5df83348ba,-3,0
01bc9c8294e0f6f781eda2ebf661bb84,-3,C
01be2abaaf22727c6689f081eb710a29,-3,X
01beb6d70d0e852011dfcdc4f6b42eca,-3,X
01beba44129df69b98cd3be2890ebb90,-3,C
01bf15a401e23a9ea4f21a30ef4bd517,-3,C
01bfabed31449cd2d8f8c6105e4d3158,-3,0
01c0eb37513b798a1d5e930d59e2eaf6,-3,C
01c1d6a8b387ec6f9b09d12d2b574573,-3,0
