reco_id_curr,f_number_of_instalment_num,f_installment_due_date,f_installment_due_date,f_days_entry_payment,f_first_payment_requested,f_payment
029905c5542302a69b170c91e96f5a14,1,-1248.0,-1248.0,-1248.0,11764.8,11764.8
029c39d9a74b8f4a84d011080ac1bcf9,1,-963.0,-963.0,-963.0,198.63,198.63
029ef933233b1d0dc87898544f085e10,1,-2046.0,-2046.0,-2058.0,6750.0,6750.0
02a5bb14e23659622baf6e7f92830a2d,1,-56.0,-56.0,-56.0,2250.0,2250.0
02a69f292d02e23ea58601a30dfd27dc,1,-130.0,-130.0,-130.0,9.9,9.9
02b57094d618d65a656ccdeadc9e2cca,1,-1980.0,-1980.0,-1980.0,6750.0,6750.0
02b65cddb18d3fefd3a6295768004f56,1,-1871.0,-1871.0,-1871.0,4500.0,4500.0
02be51da40b33b2b3c2a7bf0929add79,19,-2360.0,-2360.0,-2360.0,1122.75,1122.75
02c483bae500eb603b2b17a10694e141,1,-323.0,-323.0,-324.0,18650.6,18650.6
02c65d9369d083917a0c1baf6fd2e307,12,-1472.0,-1472.0,-1472.0,1350.0,1350.0
02cb5cca2bcd31fcb205e233dd9dcd55,1,-1330.0,-1330.0,-1330.0,1028.83,1028.83
02ce996f908f19c0d003b522827eec0f,1,-2679.0,-2679.0,-2708.0,872.415,872.415
02cf57ea91b00fbe53b39de9a71730b1,1,-403.0,-403.0,-403.0,2317.95,2317.95
02cf8f24848299cf0e2fce78857f8e40,1,-2776.0,-2776.0,-2783.0,3375.0,3375.0
02d1638f41f84e2dfd35a7f74ce01648,11,-989.0,-989.0,-989.0,2389.81,2389.81
02d684e1ec5674d1f89f38d756b387e6,1,-188.0,-188.0,-188.0,362.61,362.61
02da4d69beb36fc0326a485551a1571c,7,-2803.0,-2803.0,-2791.0,189.495,189.495
02dc6b60d62fc73f90db0fb16a7a85c2,1,-1385.0,-1385.0,-1385.0,5625.0,5625.0
02e0ef3b9797d5d9c587c2eb605980a3,1,-196.0,-196.0,-196.0,34875.0,34875.0
02f0f59ab641507a2671f05debf95911,1,-1623.0,-1623.0,-1623.0,272.745,272.745
0306e09c5e07ff62ca419e4378f121c6,1,-332.0,-332.0,-332.0,2340.0,2340.0
0307f116e8f87a83cf4080c493fb7590,1,-1998.0,-1998.0,-2007.0,9000.0,9000.0
0309d3e47ef67d8e3919066b2306a385,1,-20.0,-20.0,-20.0,6498.23,6498.23
030d50f3646896ac3db71558a80560d3,1,-48.0,-48.0,-48.0,213.21,213.21
030ead619464ed12734236278f2b9df2,1,-8.0,-8.0,-8.0,74.34,74.34
031118ff26eaa3a0f57a89e4cf15974a,1,-22.0,-22.0,-22.0,118.53,118.53
03143c9f2a596fea868ebf47b37f3829,1,-327.0,-327.0,-327.0,21.285,21.285
0318d14136751ffce536c94ff02f6558,1,-40.0,-40.0,-40.0,4406.08,4406.08
031ee0ba171c063773545b3009903353,1,-786.0,-786.0,-786.0,246.285,246.285
03272dd901666d23a86ad3be47982f6f,1,-71.0,-71.0,-71.0,56250.0,56250.0
032b6098e518ad77725f1c93cea55fc0,1,-1214.0,-1214.0,-1231.0,6750.0,6750.0
033801ba26641a37b9664a110777eea1,1,-32.0,-32.0,-32.0,2250.0,2250.0
033b66b16fda5fa538e81ed033ea1dc5,1,-394.0,-394.0,-394.0,755.28,755.28
033c7f39e586d44c0f526480b9da95e5,1,-579.0,-579.0,-579.0,1539.85,1539.85
0340694bc6b497cd95ff13d42397d73c,1,-358.0,-358.0,-358.0,564.48,564.48
0340e62311c8d0a5d17c4cd645beb068,1,-303.0,-303.0,-303.0,2025.0,2025.0
0340f9a691824edf8acefac8369f1b73,1,-938.0,-938.0,-938.0,111.96,111.96
03415faf49699d23ca35919ad16ad986,1,-1957.0,-1957.0,-1971.0,6750.0,6750.0
03444df63a9043a2a3735dad3303a4dd,1,-2432.0,-2432.0,-2438.0,4500.0,4500.0
0345777a47df9152fcb5fc6e16c620af,1,-234.0,-234.0,-247.0,4834.53,4834.53
0346e68975543e1e360038ab4f94d2b9,1,-913.0,-913.0,-919.0,23288.3,23288.3
034731660bd7e68339de605197f67ee5,1,-418.0,-418.0,-418.0,3.42,3.42
034b9045489057a199b958f195ce2aa4,1,-324.0,-324.0,-324.0,22500.0,22500.0
03507a7d1fe8c72a64246245fe466f9e,1,-299.0,-299.0,-299.0,90.045,90.045
03513edef420596c7a006883ea840fa9,7,-1812.0,-1812.0,-1812.0,922.455,922.455
0351caff5c5181a2a50f2c9fe913584a,1,-1377.0,-1377.0,-1377.0,600.57,600.57
035278a8cbc07e9dc939bd83739c1740,1,-69.0,-69.0,-69.0,135.0,135.0
03562c8d272c7d6ba4f6faefb2d35da6,1,-191.0,-191.0,-191.0,116.955,116.955
035856456ec5a7338718043fd4f9f3b4,1,-146.0,-146.0,-147.0,6102.81,6102.81
035a1b9168849869ae4c4b4442203321,1,-657.0,-657.0,-657.0,6940.89,6940.89
035e5db5b147ed5c3106e006af6ff215,1,-1227.0,-1227.0,-1227.0,6862.81,6862.81
036036d598e3d81b103ce8b3c6786dfb,1,-138.0,-138.0,-141.0,7914.1,7914.1
036457d5a56ce3723ae02e64f668ff7f,1,-1034.0,-1034.0,-1034.0,304.74,304.74
0364ba7a352131a9154f0aeda7782a44,1,-903.0,-903.0,-903.0,151.83,151.83
036ef0dbed3614613ba79b47b8ea52f7,1,-92.0,-92.0,-111.0,2134.35,28.62
0372b3789db17a988add540e1251f52f,1,-64.0,-64.0,-64.0,138.6,138.6
0381840af88d25c1d29080efcfa446c8,39,-2465.0,-2465.0,-2474.0,4050.0,4050.0
03827ee9b84ca735811cd68aa0619eff,1,-189.0,-189.0,-189.0,27.54,27.54
0384a78a797a3ebf188c2743f56a3c07,1,-131.0,-131.0,-134.0,8553.29,8553.29
03890948505243ee56e2d5325e5419cb,1,-241.0,-241.0,-241.0,0.09,0.09
038a8933e988b94391fbf7e72f1be417,1,-129.0,-129.0,-129.0,22.455,22.455
039ad3ba5f8dad7097e895fd06509421,1,-613.0,-613.0,-613.0,1.53,1.53
039cf929f9e7e2c81476b97254835534,1,-175.0,-175.0,-175.0,329.715,329.715
039defae23d22cd5d48c98562eb8ff2e,1,-266.0,-266.0,-266.0,2275.7,2275.7
039ea945a98995d8ac8ae2b863501a0d,1,-84.0,-84.0,-84.0,139.86,139.86
039f7e724903929f90d59dcc7256e2fb,1,-49.0,-49.0,-51.0,4776.35,4776.35
03a19b5ed1cc97755f79ee64938e88e4,1,-506.0,-506.0,-506.0,2304.95,2304.95
03a616810d0148d83544cf398bc7dfd4,1,-623.0,-623.0,-623.0,4500.0,4500.0
03a6202dbb114a8cf5957946f32948b0,1,-1140.0,-1140.0,-1148.0,4500.0,4500.0
03a955bd6fda5d6e5bfbfbd9cd5e2a3b,1,-38.0,-38.0,-40.0,17570.8,17570.8
03aaa2c9d7c4db0309a57fe2e60da326,1,-11.0,-11.0,-13.0,10370.9,10370.9
03b78cf7fba172dc8365e06a30e7da95,1,-24.0,-24.0,-24.0,24750.0,24750.0
03bca3324802d0002472ac893e44e2d7,1,-1178.0,-1178.0,-1178.0,4500.0,4500.0
03c12d21e860bce31d25e05c5febe12d,1,-313.0,-313.0,-320.0,38402.7,38402.7
03c1840715b939090a6160f27d666ec3,16,-2788.0,-2788.0,-2788.0,30.51,30.51
03c3dafd39fe1c6abeb4bd72e3255d29,1,-61.0,-61.0,-61.0,656.55,656.55
03c864800e6feaa77447e566513eb28a,1,-2081.0,-2081.0,-2089.0,7875.0,7875.0
03c9565f4e1fb79af34ca742ac3e1db2,1,-468.0,-468.0,-468.0,25997.5,25997.5
03ce9c7b00b9cc8e041932dfb1709941,3,-1248.0,-1248.0,-1275.0,2250.0,450.0
03cfcfaf174d76dbcbae300425cb8b81,1,-83.0,-83.0,-83.0,3374.64,3374.64
03cfd2605e4f64448b808c105f507a1d,1,-556.0,-556.0,-556.0,20.88,20.88
03d063a547be59362a7d6d631ff5e156,19,-2405.0,-2405.0,-2433.0,2611.84,312.3
03d3322d4d32b73c272da98cb54b2ec9,1,-621.0,-621.0,-621.0,305.415,305.415
03d522e7531ac46050a229d886bf7877,1,-781.0,-781.0,-781.0,76.905,76.905
03d718a203a78e30bfe4a8f095dc9f14,1,-666.0,-666.0,-670.0,11749.2,11749.2
03dac425ebe7edad9508433d32905b1c,1,-245.0,-245.0,-245.0,22500.0,22500.0
03e96a2e70d2bd5d3a6a3532b3a842ea,1,-66.0,-66.0,-62.0,22918.4,22918.4
03e9be97114e46be565366c73b95dad7,1,-71.0,-71.0,-71.0,11718.9,11718.9
03ea2a993170d9bb49d89c55b4959d93,1,-1391.0,-1391.0,-1394.0,7875.0,7875.0
03f0d9755ee6e451ff26c55a15bdb518,1,-60.0,-60.0,-60.0,225.54,225.54
03f7ddc40c3bc674ddd94d53dab82cca,15,-2439.0,-2439.0,-2439.0,2330.91,2330.91
03f919f74a9884980d21a5e0e1e297c0,1,-495.0,-495.0,-495.0,1735.29,1735.29
03fcc47ef7c67bc5f57d9fc5c9c0e788,1,-1991.0,-1991.0,-2017.0,6750.0,6750.0
03fecf63666adb9b99458695acd2f899,6,-2248.0,-2248.0,-2256.0,4500.0,4500.0
04049df20a68617481a88a6df3b1755e,1,-1286.0,-1286.0,-1298.0,3375.0,3375.0
040c8a5ddedade61302d557e4d5bcb98,1,-150.0,-150.0,-150.0,953.1,953.1
041062eed94a378f030e5fb55da3089d,1,-848.0,-848.0,-848.0,194.58,194.58
041063c0eec6569ce854fa61bef6f6d5,1,-391.0,-391.0,-391.0,5444.06,5444.06
0417df93c806cfbb1c330065c4e48d8a,1,-202.0,-202.0,-202.0,233.955,233.955
0418ac5ab0d49b940437097170609246,1,-2539.0,-2539.0,-2555.0,3375.0,3375.0
0422bf25fa54bb14ea76de777a2e2543,1,-1219.0,-1219.0,-1219.0,223.515,223.515
042903bc19b4b204d7ac45bc6cf9866d,1,-173.0,-173.0,-183.0,17294.3,17294.3
042910ef49abca0d5dd27827debcc8d5,1,-1636.0,-1636.0,-1637.0,9000.0,9000.0
042e0d4a861a99356940da71160bf8c9,20,-2315.0,-2315.0,-2320.0,4050.0,4050.0
043149e9b5730cf9642792d5e4881764,1,-189.0,-189.0,-189.0,3170.56,3170.56
04363ded5e5970fa37dc21129160a971,1,-976.0,-976.0,-976.0,3951.95,3951.95
0438599f04071c0cbe4805dd1ad4b9f7,5,-1871.0,-1871.0,-1877.0,5625.0,5625.0
04389a67ab5b268868b60f05db31794c,1,-814.0,-814.0,-825.0,22898.6,22898.6
043aa25c3ca2f55db5b001ebffcfd0f8,1,-753.0,-753.0,-753.0,1.89,1.89
043aa593fb7c2ce58f91bf3c2e39b830,1,-268.0,-268.0,-268.0,3145.0,3145.0
043c021b8e6c5657bf770181b1d5d049,1,-61.0,-61.0,-61.0,654.03,654.03
043f134b2b9469d5e08d8780047bab41,1,-3.0,-3.0,-3.0,8966.03,8966.03
0440125fd789df04885cf52ee78e5847,1,-98.0,-98.0,-98.0,176.265,176.265
0442b489ec26ad102ed53156e4308264,1,-931.0,-931.0,-939.0,11250.0,11250.0
044bf9b50016db242ce47069020d2e57,1,-338.0,-338.0,-337.0,7930.21,7930.21
044fe97a45caff585b17a0041e91b69e,1,-2257.0,-2257.0,-2242.0,6750.0,6750.0
04569cf52ebde2f16954dd1577ce7ac1,1,-49.0,-49.0,-49.0,7200.0,7200.0
045774dd99bf9b4687bb715bc05b34c0,1,-490.0,-490.0,-509.0,27341.1,27341.1
045d766569d8ab96dbe4fdbecd3aec5d,1,-1741.0,-1741.0,-1746.0,6750.0,6750.0
045f19fc15bd15ed28529fd7b6586da4,1,-164.0,-164.0,-164.0,225000.0,225000.0
046131dcc91b48a1e99769df81d6684c,1,-73.0,-73.0,-73.0,26822.3,26822.3
04640c250d2b727ac9e4c1e9f4e6f022,1,-243.0,-243.0,-243.0,449.775,449.775
046491da0ea122a7be7c089d1df3112b,1,-205.0,-205.0,-205.0,213.615,213.615
0470e8e5e205a1b017122330371f3c38,1,-733.0,-733.0,-733.0,277.65,277.65
047b0807de7966f2ac08ce4ab149b91a,1,-82.0,-82.0,-82.0,8681.58,8681.58
0481d098a745a664850816f0b278253b,1,-296.0,-296.0,-301.0,2250.0,2250.0
04828a2ea04e4a23e365c4b5c9db68cd,1,-409.0,-409.0,-409.0,64559.2,64559.2
04835eebafc0b3073d8b251535eec676,1,-398.0,-398.0,-398.0,50995.7,50995.7
04872d7ac399b99a76a93f9bce1794c3,1,-499.0,-499.0,-499.0,293.355,293.355
048a419dafa677ba28ef034a5d83753c,1,-2636.0,-2636.0,-2663.0,8100.0,900.0
048dd421eaab410ad340b5ca95691e0a,1,-86.0,-86.0,-99.0,10844.6,10844.6
04966f91ca07c91710c6570f01475ccd,1,-167.0,-167.0,-167.0,170374.0,170374.0
04996df279dac53beeecd3e45edd460c,1,-119.0,-119.0,-119.0,170.145,170.145
04a009f72933b47f3a9eb2c5aefbb537,1,-99.0,-99.0,-107.0,2258.64,2258.64
04a967f71c1cb4e8ca65734f27f0325e,1,-1201.0,-1201.0,-1201.0,739.395,739.395
04aa1a2610eb8c622da1dd054253830b,1,-2191.0,-2191.0,-2191.0,4500.0,4500.0
04ab99dcbc1d72ce1faea2ab7b7a351b,1,-617.0,-617.0,-617.0,35235.0,35235.0
04ae44b3adab7e2d2045845837142a1b,1,-68.0,-68.0,-68.0,4500.0,4500.0
04af1c7ec70eb276615132cd1aed3ef9,1,-11.0,-11.0,-11.0,765000.0,765000.0
04af5fbd72c6150ae721a84ab51be0db,1,-1681.0,-1681.0,-1688.0,9450.0,9450.0
04b61312a86ff71bc469a603c2787294,1,-321.0,-321.0,-321.0,359.19,359.19
04ba6e8b782f58c789c379dfe0bdbbe8,1,-312.0,-312.0,-303.0,2250.0,2250.0
04c6c822b7a4a13f73608a8cee353a74,5,-2146.0,-2146.0,-2146.0,218.655,218.655
04cb6c1819d97ce5df5ff092c94d52fe,1,-70.0,-70.0,-37.0,4923.72,423.72
04db022594c11d5c5a5f9dc6d427f81d,24,-2380.0,-2380.0,-2389.0,5400.0,5400.0
04dc9c2369e374f5e990082822936213,1,-2209.0,-2209.0,-2234.0,4410.0,4410.0
04dcf6031478116f32f0904243c354b9,1,-703.0,-703.0,-687.0,7875.0,7875.0
04e2d42e75dc3efc9cbc66036e978683,1,-94.0,-94.0,-101.0,11322.5,11322.5
04e3c9788085f8972b7074019b41955e,1,-91.0,-91.0,-99.0,12655.4,12655.4
04f81021eceaa5e70763e550e2fd778e,1,-394.0,-394.0,-398.0,5768.73,5768.73
04f8581d7c66524ded7a495ea0cdcb1b,1,-141.0,-141.0,-149.0,3129.44,3129.44
04fa16cad4961a0f0821b316e6010624,1,-805.0,-805.0,-805.0,13500.0,13500.0
04fd0df2d5245685ec1dff8e5bff4d28,1,-2067.0,-2067.0,-2095.0,9000.0,9000.0
0501a8c098811070031e15f6a47c2d58,1,-699.0,-699.0,-699.0,321.255,321.255
050a4e34eb4923bec8f51d287599cc70,1,-196.0,-196.0,-196.0,2250.0,2250.0
050cc3c94f84072546e224eba549335e,1,-178.0,-178.0,-181.0,15754.7,15754.7
050d32c18067dcfba7d06d1198faba19,1,-165.0,-165.0,-165.0,112.5,112.5
051122887884837729df327cc1d0dd07,1,-228.0,-228.0,-228.0,6130.8,6130.8
0512cd1d2e6e7c6ef95d36d2166c6d76,1,-266.0,-266.0,-276.0,2250.0,2250.0
0515645cbdbb1315ec075c6e58180d3e,1,-366.0,-366.0,-366.0,256.86,256.86
05164fde6baebf2e8228f0a2d1695410,1,-204.0,-204.0,-204.0,414.585,414.585
0516914ff17fc804415446a9ee8af903,1,-1601.0,-1601.0,-1582.0,6750.0,6750.0
