reco_id_curr,max_months_balance,max_installment_count,max_installment_future_count,max_contract_status_name
003fefa34ba4d26b15bb45d552579976,-7,4.0,2.0,Active
004208099f315d50b83b7635df6b7a0a,-1,24.0,21.0,Active
0042a4ce7948906857f01f6778012524,-6,24.0,9.0,Active
00431979216eadc4b0d908cf45bf28b7,-1,48.0,21.0,Active
004383c294000b651fb8659758e83ec9,-1,48.0,48.0,Active
00452a412229f3d9ff450b2ee4fa8899,-1,36.0,30.0,Active
004554eda6fc600767f0d5dbaca1925d,-1,10.0,4.0,Active
0047af5116bc8ac8efe6bbb98da14dfa,-2,12.0,10.0,Active
004823ba55c79cd95a331b1283d8cbfc,-2,24.0,14.0,Active
00488795393f6a435ce224206f4facd2,-1,4.0,2.0,Active
0048b6a494b5510056aaedc510489a6d,-1,29.0,0.0,Completed
004b303e903bcc0289ddfe9a34d9e59b,-1,0.0,0.0,Signed
004dfa0326e18929831e75debf9741fd,-1,6.0,3.0,Active
004fb0bee96760ea3baa58a89858e377,-1,24.0,14.0,Active
004fdf4d299d74d798769fdc225fcbd7,-1,24.0,11.0,Active
00502dd533e4a8b171ea95e9351767e7,-2,11.0,3.0,Active
00516eb69e438089a2687d583e497f9c,-2,24.0,12.0,Active
005170e25926c81ee3e4d28498109b79,-8,12.0,4.0,Active
005188493fee0afce34cb39dccfd00b5,-1,12.0,10.0,Active
0052a04c18239ac0d798127722c0005d,-6,6.0,0.0,Completed
0053a979d823538ce0d183994c29bdd1,-2,10.0,5.0,Active
0054cfd230a0da103de44bdaa57cc598,-2,36.0,29.0,Active
0056b9281dd533503c84b8fe16d8b4dc,-1,24.0,15.0,Active
0057b8630a4b1b82a06f5ec8fb19e7e1,-2,48.0,42.0,Active
0058bf5a2c4ba23718c6ba4e747de2eb,-1,24.0,12.0,Active
005902a5f2eabba17ce540c1ba4ff66d,-2,12.0,9.0,Active
00594460c0194f3d32e1bbbcb7d9807f,-1,48.0,44.0,Active
00596fac184f703b58ad47e1dac3a3da,-1,6.0,3.0,Active
0059e62c5b014ef8dc691f22859277ef,-3,6.0,2.0,Active
005ab8e6f97c33fc9dbb11a11a852d93,-4,10.0,4.0,Active
005c2f1b5a0f37cf4a030b583b02141d,-3,15.0,0.0,Completed
005d8a8b4a836813a1d2c57f8e7d6646,-1,24.0,13.0,Active
005df3e8cfb1bbf6cf4be471c709ed2b,-1,48.0,44.0,Active
005e76f6ed70f177112030a8c318d5c3,-7,23.0,0.0,Completed
005e92a58334ac29946cd0e4e6778167,-1,12.0,7.0,Active
005f49f3c5491bc4e33b309d21c05e75,-7,24.0,15.0,Active
0060b6899180e194092d60a0e50aeea1,-2,18.0,9.0,Active
006210d298bbfb13682de7155f85e402,-2,12.0,0.0,Completed
0064dee64fd1c73183230ce3eba6bd2a,-1,10.0,6.0,Active
00653bf15a93e01ba84f9302e425d684,-2,18.0,10.0,Active
0065ba0c5f68606b076e0d3ff5adf468,-8,9.0,0.0,Active
00661699f543753ec7e911a64b9fd2f6,-2,12.0,12.0,Active
0069193ce5198915480731215cb8e3a0,-3,11.0,5.0,Active
00697301c5c85d631887c9fa4976d293,-2,42.0,29.0,Active
0069a98ce9a5beeca391ea7ae5b594bc,-2,17.0,0.0,Completed
006a83017b8fd7cf2eda59997a7df05f,-2,24.0,21.0,Active
006b47cad728536a98492488f791a6ad,-4,6.0,5.0,Active
006be3822e376c000ab7b9f123934ef5,-1,24.0,16.0,Active
006d601aa63769faed4fede7ec4eb6c0,-5,4.0,0.0,Completed
006d879b066510db728e2c1b4ae601df,-2,16.0,12.0,Active
006e654455b1382deccd14bb2f30c3c4,-1,12.0,8.0,Active
006e72db12d916325976bbc49d2cd4d2,-6,18.0,0.0,Completed
006e9c6d9c8c46149a5704179b57cf99,-2,36.0,32.0,Active
006f361e9d5a5467cee4a265c34dfa72,-2,6.0,3.0,Active
00703f05e99e0c38c1b8296b93505f5e,-5,6.0,1.0,Active
0071340d4e22bf2abb65116752b8228c,-9,5.0,0.0,Completed
00713e47b0f5a3e81a6d904cc8f9b727,-1,12.0,6.0,Active
0071df3af933fdf13ae826e0cc1380cb,-1,24.0,11.0,Active
0075d30900bdafead95769eafa1bdd44,-2,60.0,56.0,Active
0075f270f44f7ba0f367179c1d3ef020,-1,11.0,0.0,Completed
00769a6a91c33a400426012a059b2827,-7,10.0,0.0,Completed
00772cd52e24f0f3fa2dff2a5c5fbb60,-1,18.0,4.0,Active
007c3cd91daf382c443fe9d4bda71e43,-2,36.0,35.0,Active
007d48a2bc006e6eac0348c788d26dfd,-7,12.0,0.0,Completed
007d8b795d48abb7767e78d43512508a,-7,12.0,10.0,Active
007f72ff2ca29d1d754742d7baffc134,-1,24.0,19.0,Active
007fabf2a139afc03210c61b270be7aa,-1,42.0,16.0,Active
0080477ff82c727b86d61d2baae02143,-9,8.0,0.0,Completed
0082a4914de0d7a4ba518579e96f1e0b,-8,12.0,0.0,Active
00840b43661d546371d3b6d23829ab52,-5,12.0,0.0,Completed
008425a82a6f7bd5e2763c5fac9c46e7,-6,12.0,2.0,Active
00846fca284342709aeab81539ed1386,-9,1.0,0.0,Completed
0084edc2441f0d8e39a45b4fcf994de9,-1,54.0,37.0,Active
0086212f18f5177e6625f8c1f9ce07a7,-8,12.0,8.0,Active
0087baa60b3ed8371f4a8f7a900b7f9d,-2,5.0,0.0,Completed
008808e917d4779d1a6acbbd042ece86,-1,25.0,4.0,Active
00888e00d5a33a42ce6f9c63d4cb6d47,-4,6.0,1.0,Active
0088e34e14e58b9621d52516e25a4ba3,-1,12.0,9.0,Active
008903c35f935498eb351c6ed9a1fd50,-5,12.0,3.0,Active
008e2b354e4a183ddaaec7049e4c4a7d,-4,12.0,7.0,Active
008f8d6dedf57eaa91ecba867cc13d5e,-8,4.0,1.0,Active
008fd07b8d4221e0161664d9a255582e,-8,4.0,0.0,Completed
0090e9b8adf1a5fccf110625b6969a2f,-2,36.0,24.0,Active
0090fa9320d2d03e3715504fdddd1a1f,-2,36.0,20.0,Active
00911aa47368bdc445e43db8ffcce4fe,-1,12.0,2.0,Active
0097a61881886ca9d8bbe0df9c3b4407,-8,4.0,0.0,Completed
00986ce6c9def892486e836ae5b875bd,-2,24.0,15.0,Active
0098ac424271f7ba88b70d00a0190416,-1,60.0,34.0,Active
009980e6917bfcab7759fd0dfd38a462,-1,48.0,3.0,Active
009d5900cbcc5d5c5c263c0571601a81,-5,6.0,5.0,Active
009d8aa2721be995c7a3b2a21a9bd369,-2,5.0,0.0,Active
00a086fd312bf968da0eabd9709dfc11,-1,12.0,10.0,Active
00a0e0c28cd1aba415bd23422532ecc2,-2,49.0,18.0,Active
00a1b6a8fb315bc71d0f3162a0c22a1b,-1,12.0,9.0,Active
00a458ff0f40e7f6d7eb584e8febea05,-9,24.0,0.0,Completed
00a532720ef59b58ae1b574fc83852c6,-2,18.0,13.0,Active
00a7e19c091b38e5d1329c0eeb83626a,-1,11.0,0.0,Completed
00a8071749835629140620c2bf90f068,-1,24.0,11.0,Active
00a8d29eb590405972088b0ff1493cf2,-1,18.0,17.0,Active
00abfd14e8b7430c5d178db4ddf55a8f,-9,12.0,0.0,Completed
00adf7c549bef466d2e3cf5ad55a21db,-2,36.0,13.0,Active
00b029e4d3a0f551ab188e975591ae52,-9,12.0,0.0,Completed
00b17d36831f82ac591fc69c3e77f2ea,-7,12.0,1.0,Active
00b211ac8ce7d18f1967e8d1b9f61e95,-8,4.0,1.0,Active
00b2696465b4d1c0a8851ab26c5223ab,-1,12.0,6.0,Active
00b2aea29909b43534ad79d23c69b48b,-2,24.0,23.0,Active
00b50cbf16192a3c7e64154728bd8737,-2,12.0,5.0,Active
00b73ae1ba0c3b295cbcc1f93cd27e34,-1,12.0,2.0,Active
00b80e5f33b86895b673d9ee3b47d3c3,-4,6.0,3.0,Active
00b869e36c9324dc2c5c86c348e91351,-2,10.0,1.0,Active
00b8c10c5466e8b809e698f04868852d,-9,5.0,0.0,Completed
00b938eab7c933c9b6f30f95d72dafeb,-1,24.0,20.0,Active
00ba0734cd661420c117e2b980bd333e,-2,6.0,5.0,Active
00ba40849642029b380f8727d768e9b4,-2,18.0,17.0,Active
00ba8ffa310bdc3d3b0bdee9bbd6e1d1,-7,12.0,12.0,Active
00bb68b9f92898a357b39d20d0773b68,-3,12.0,5.0,Active
00bc0b18d4fff31102dfcefd013d04e1,-1,60.0,55.0,Active
00bc46ebedb545044bc5d6dd0a016110,-2,12.0,7.0,Active
00bc94a6e83c6a7bb6ca1f61888f73c4,-3,10.0,3.0,Active
00beac66d26d009e8a52e48ab1012842,-2,24.0,23.0,Active
00c1e324f430fb49f5f31bbc4e52291d,-3,6.0,0.0,Completed
00c5d6423c93a7a1d5f2c0a51078cdf8,-2,42.0,19.0,Active
00c614c7f9b0fbfd39a212687b0f9af1,-2,12.0,11.0,Active
00c662f2503a9e9dda11cb25c1e4f9e9,-4,6.0,3.0,Active
00c7a5bb308a2c7df5190f3443e8b45f,-8,18.0,0.0,Completed
00caf61ebd7ad68f8a5a67cd3a7efba5,-8,6.0,0.0,Active
00cf38eddf9b182999f715b208bfcf7e,-5,60.0,53.0,Active
00cfc0303e233b6f2d5bffaae9f9ca8d,-2,12.0,8.0,Active
00d38193c8d8e1fc6dccaf979e970a71,-2,10.0,10.0,Active
00d4e8dc00199e8f068f6021da847609,-1,12.0,12.0,Active
00d7ce26ce058ca1a544820afc41f6d0,-1,24.0,19.0,Active
00d812389a3cffdbf014ba194cbe922e,-2,12.0,2.0,Active
00d99bf64657107054bf3d37e0a04926,-1,24.0,17.0,Active
00dbfb8e9fb8a3195bebe8fba1526d3b,-1,6.0,4.0,Active
00dc6bf723a2b38d2b8726b5bd5051a4,-2,24.0,18.0,Active
00dcd400be7c34902fea6bf3e7023c1a,-5,24.0,18.0,Active
00de0d48f4919335f71c2cb3fc03773e,-1,12.0,7.0,Active
00ded724602977cd3a05dda221f5c804,-5,10.0,4.0,Active
00e0aea984703657844c53ab4ce08ca3,-1,36.0,34.0,Active
00e12f7d2f847ccaeee1731e691c91f2,-7,30.0,1.0,Active
00e462ed7e5598f89b8c2b8ada1add7a,-5,12.0,3.0,Active
00e5170ac32b37f13d58ba7d2997aaae,-3,12.0,3.0,Active
00e6bdf81aab110a9625550639179b53,-2,10.0,4.0,Active
00e761cf52db0ab190c397d758860d55,-7,24.0,12.0,Active
00e809398efd92da0f3adf74974b64ad,-2,12.0,10.0,Active
00e90b3e219919847ee8c55cd79cb886,-6,12.0,8.0,Active
00e9bc6feee693aa60e088c08bc05409,-6,6.0,3.0,Active
00ea5a53f3db5ab9e0be728138526e4b,-7,18.0,0.0,Completed
00eae957ae412cb6d736608f569ac90d,-2,10.0,9.0,Active
00eb5f6aa567055a9ee5ee9f6ad105a4,-1,18.0,7.0,Active
00ed77ed6c6f0a0f8d75fdd0fe2cb5b4,-1,4.0,3.0,Active
00eec484731055ce8861e2ca6c36744f,-3,18.0,7.0,Active
00eec76804f8efff32f10cad06bbf736,-7,12.0,3.0,Active
00ef2913824c8473804c0af9c6efc459,-1,24.0,20.0,Active
00ef4c6239f582e28f4d333b4bdf73f1,-2,12.0,12.0,Active
00ef666d4ad09805b80f1236b6177842,-5,10.0,0.0,Completed
00f051191a0e8a8255fe2de30cd7f8d3,-3,10.0,5.0,Active
00f1eeeee1a76cae11424b3ee15f7339,-1,48.0,30.0,Active
00f491af256f67674e5b9c7a750449f6,-2,12.0,7.0,Active
00f56d23ee7c03ac71e8e95a1f227194,-1,12.0,7.0,Active
00f94dc6440f0c7a5799421fdf04409c,-1,36.0,22.0,Active
00fac514a6ef63ce5560d58be57afe41,-1,30.0,21.0,Active
00fc32047cace6e9bb48442edaa19085,-2,10.0,10.0,Active
00fe321f22a33a331bb193690a3a1852,-3,18.0,6.0,Active
00ffc412be820f2a1be7f5bac1d2e3ab,-3,12.0,0.0,Completed
01000eb692eab63c6f53e6b0552b3997,-6,12.0,10.0,Active
010060e7259bc12350e409d1625d425f,-1,4.0,4.0,Signed
0101604c8ed6c3a97116e52564fca3ff,-2,12.0,8.0,Active
0102267f808b7ae0e93616376df33ef7,-1,24.0,10.0,Active
010292cd8f4f9d63d5e1d49b8320895f,-2,24.0,13.0,Active
0102f5e18768092942ea213a2eb31135,-7,12.0,2.0,Active
0103169227a7b827467be71528f7e7cc,-7,18.0,7.0,Active
0103bd9aa6009b2a270694e078c36e5a,-3,18.0,18.0,Active
0104458029be9884742d8875635069bf,-2,12.0,8.0,Active
0104cdfdd0dc92953749c1fb5041a9fa,-2,12.0,11.0,Active
01059d95894b1c38486845013e564a94,-2,12.0,12.0,Active
0105b7c8db1767847f0de10071044bbf,-1,18.0,12.0,Active
0106c552c745409bccf171e2e06db716,-2,11.0,0.0,Completed
0106f883dfcf43dea809317c0dfbeed1,-1,30.0,16.0,Active
01079e26a18d069c09e8443e40521004,-7,12.0,0.0,Completed
0107be903c1436adef1d571659858ce3,-2,12.0,11.0,Active
0107c0743f65894f842ebf8bd0e8ce58,-1,12.0,4.0,Active
0108709d613bc1d1db7e5c2b5f02c657,-1,36.0,15.0,Active
010a2fd1f2e176dee7703758d401d5bd,-2,24.0,11.0,Active
010a9e3a2f1c757af2c104e0a8956a1d,-2,18.0,7.0,Active
010d0203928a16cc02f473f94e1e2b7e,-4,2.0,0.0,Completed
010d2cf4dd26c8b2469a8fb7ea13398a,-6,8.0,3.0,Active
010d3ae11f69c22b5d827330e33204d7,-2,12.0,7.0,Active
010d699164ea069aebebd40d33b90f2d,-1,18.0,16.0,Active
010ec4fbc3b0df3685ea64c46e353748,-5,48.0,43.0,Active
010fde00b6a42505ebafb28185d300e3,-2,6.0,6.0,Signed
0110e445e647ae6548db21ce4913b086,-1,48.0,34.0,Active
01140dc1bc97f2e60c8d439aa975d15d,-1,10.0,3.0,Active
01158c46d941ae93abe775bdf1a9b2e7,-2,25.0,8.0,Active
01162f58ea8f71c25d30b42604f3aac6,-2,36.0,25.0,Active
011646b9d3e4510cad27838aeecfcd5a,-2,18.0,15.0,Active
01168b189f426b9191ceb5422e66c014,-8,12.0,0.0,Completed
0117294038b62d7b37eeb0b73d846e15,-3,18.0,0.0,Completed
011a51cc1878129b9487a23279d8a061,-2,24.0,18.0,Active
011a6175d9d84a0b84c7c60e281b8e92,-3,12.0,8.0,Active
011ac5fc3cb1fb05d15afbdcbc9089a1,-7,12.0,2.0,Active
011b192f3ba9fcf470e72e4ab989c02b,-6,36.0,25.0,Active
011d0b4fe6835bb3d37ef4e0ea713de6,-2,9.0,0.0,Completed
011d51d34beb3dc9ca04170527fabe64,-1,0.0,0.0,Returned to the store
011d7edde5830a0e169f7ca6b4402c27,-1,24.0,21.0,Active
011e005fe6795abc606fea3057ccf150,-2,10.0,9.0,Active
011fa59348f7c261f9ba77e2050ee78f,-7,6.0,1.0,Active
0120b2f88756962e83016821d5a7d659,-2,24.0,8.0,Active
0120fa9d93da50a73a6f61838b49ff46,-2,24.0,15.0,Active
01229aa8c557d2dbb3bff21908333b7a,-5,6.0,3.0,Active
0124185198c04863f15e575d2f5cad70,-2,24.0,10.0,Active
0124268ff5bb33a8cffccfe31439ea67,-1,60.0,58.0,Active
01243e5d4eaf6eed3e0993e5fda607f8,-1,12.0,9.0,Active
01247eb6470421cad3d92afdc82b48fa,-4,10.0,9.0,Active
0126d8613b5a8968eb5b6924be316c36,-5,0.0,0.0,Signed
01271c68721e235ec8528b0370fe5fa7,-1,12.0,1.0,Active
012855b40c4a414926b230f234069c83,-6,12.0,0.0,Completed
012cd0d415c2f27705c80979e567522f,-2,24.0,21.0,Active
012e18fbfbbc2b5f2f96c3dd06d254e7,-1,36.0,36.0,Active
012e53b13a5792ce89e79e6d797ddc90,-9,12.0,0.0,Completed
012f0a3f37b528dc6ca6c1d584e95ac2,-1,10.0,9.0,Active
0130b637d8377505bebd3ab1da33089a,-5,48.0,44.0,Active
0130f3483d5e3e43cdc5646ba62e0d2d,-6,30.0,20.0,Active
0130f8a7c65d885bebf91b24cde85ebf,-2,11.0,6.0,Active
0131a886af4e9623e168c511721ba873,-4,18.0,4.0,Active
01322d798af83096b047e6ef8b585b74,-2,6.0,4.0,Active
01324767c02af9cc4137b088330d7a42,-5,4.0,0.0,Completed
0132611432738efda23df46ac63566ca,-8,18.0,0.0,Completed
0133330dbc34f1b6b409514ef512dc0f,-2,24.0,13.0,Active
01346fa99772f3db86580304a7cb50a7,-1,12.0,10.0,Active
013aa93445e5eeb6eb614981631e29b3,-2,36.0,28.0,Active
013d356164b85e03f7c97e3d862a6502,-4,24.0,15.0,Active
013e440deed4e0dadc18ddc103ccf95c,-2,24.0,21.0,Active
013fe9a1aa45d5462e015bd03d9ac4ae,-2,12.0,3.0,Active
01413689b5836a767f4939bc0d37bed9,-1,60.0,59.0,Active
01422390dc683c3536c935b611f2393e,-1,6.0,6.0,Active
0142d4614ec6d4345adcc2590ecbb40e,-1,24.0,20.0,Active
01434cfb7a76a2f1df65543f9a0e066f,-1,24.0,16.0,Active
014398ed73b02436a274b47eadf7556b,-1,6.0,3.0,Active
014739da0049e8e3997314fb20a331f3,-5,18.0,10.0,Active
0147c9c0f77972ad647cea3643d33b4a,-2,10.0,5.0,Active
01484b481e06c779a03e8fe69e5fca19,-2,11.0,0.0,Active
01498c3dd8c10c0bbba39fd5abd4447c,-7,6.0,6.0,Active
0149dc86b200615ae748cdecd44ca647,-2,24.0,24.0,Active
0149eb84b253772df3f6d3b479cd71d1,-2,24.0,24.0,Active
014bd8e1ca61f1c33ad099698827ae72,-1,24.0,18.0,Active
014be0a8993bcd0ae5b5263ca65a4673,-1,12.0,11.0,Active
014c43187d943736fa53cf89699d52e0,-1,12.0,0.0,Completed
014cc3a84e3fc0934822159cfc417513,-3,10.0,8.0,Active
014d8aeb4c6f1b9c248bcd9fbbed8341,-1,12.0,9.0,Active
014f8cc7bfbe84f3663d0564bab159b7,-9,2.0,0.0,Completed
0150ec26cf05f06e66bd82b2ec4f6296,-5,6.0,3.0,Active
015192df5af859dfc39e1e06dd3c7aad,-8,18.0,0.0,Completed
0152b3a9f6d1f6077195247a0aafd910,-1,12.0,9.0,Active
01546aab771c035a82fad535398ea828,-1,36.0,27.0,Active
0154e4d770e2e6fdae9ed314cec76a71,-1,0.0,0.0,Signed
0155a169a92f6aa7e629ef3f5fae3e9a,-3,12.0,3.0,Active
0156a4a05cfa67ed7251d75ed94ce6eb,-1,6.0,3.0,Active
0156b2354dbfac532599c5d359cb4f9b,-4,36.0,26.0,Active
0157889f2e89c4564f1f6e293fa82984,-1,60.0,39.0,Active
01599be49ae69180f8e9904ff60f65ca,-4,6.0,5.0,Active
015a6206f309695b27e2951d4e2f39ce,-1,9.0,0.0,Completed
015bd59ba0bae79d022d8bf02320c7b8,-1,24.0,23.0,Active
015cb4733238220b2d26cc2248a9afb8,-1,11.0,0.0,Completed
015defebfa592d9d71818e7d09b5193a,-6,12.0,3.0,Active
015ea33702cb33e5142456be69b49d0d,-1,12.0,7.0,Active
015ebafc849626dc9c5755a9ef469b5a,-1,24.0,1.0,Active
015f38565a692a85e2824e94926a12ef,-3,1.0,0.0,Completed
015f8780d976259d30135da2b8c420b2,-1,36.0,10.0,Active
01624bdd3272fcf4c269c89ad9f7142f,-5,12.0,4.0,Active
016302e72e6b066c6a491548851852dd,-1,24.0,20.0,Active
0163a2b38b3fdd859fc899b3406be422,-7,6.0,0.0,Completed
01689d73fa7ca7d3892cac9278215edf,-1,24.0,6.0,Active
0169914e69a9b802b6520eff396b1b37,-1,18.0,16.0,Active
016aa05553adcc70c7118e6d966329ca,-1,24.0,22.0,Active
01709e28bf1eb5793a01e6905a29d9b5,-2,36.0,26.0,Active
0170e4dfb60ff648f8864121063913e6,-2,10.0,9.0,Active
0172b89568e352a6ab6ceef6eb8dbeb8,-1,18.0,11.0,Active
01735a99d2cd6494a658c0e4bc2b7732,-9,6.0,0.0,Completed
0173b9743f889d9baecde12df070a5fd,-9,7.0,0.0,Completed
01745f340002be9bd36bc75394977c41,-6,10.0,9.0,Active
017552f936a483afa22f84427109087d,-2,12.0,11.0,Active
01766f55ee4ca30148e2161d1d967da9,-2,12.0,12.0,Active
0176b64e6ee6f5412b60a37d207b6297,-1,36.0,22.0,Active
017726abd1423d908e1311b83094c22c,-2,10.0,1.0,Active
0178a237ce795f47c28b2161f8faa7f5,-2,10.0,6.0,Active
017988c950ee73f5d03ed250d245931b,-2,12.0,5.0,Active
0179bda33c6fa0a00076b95932617c94,-1,24.0,17.0,Active
017b2798624e902e6eb011704ef6ace8,-5,10.0,2.0,Active
017b79b6d4e343840cd1f3453c0e0e3e,-2,48.0,45.0,Active
017baf01ce4bc24aeeee0ee976299117,-7,12.0,0.0,Completed
017c0475ec6f84d2754a4ffd0f72729a,-3,18.0,11.0,Active
017c87d563b2bb5bf94ed730be5c32c8,-6,36.0,35.0,Active
017cbe61413e59cdc7370d4017bd3d91,-2,10.0,0.0,Completed
017d0aed7bb58f978251bc01a4f4b2a8,-1,30.0,18.0,Active
017d2dfd720c36767c80b3d3f7f14f61,-3,12.0,4.0,Active
017f274c27a4dd9b55729a29bcd14424,-3,12.0,8.0,Active
01818a71e68249359491137c5df58008,-2,6.0,5.0,Signed
0182ca2b3b62af58d138a66d36c0e319,-1,0.0,0.0,Signed
01848523f2aaec7da87a19598c382a22,-2,12.0,7.0,Active
0184e92e20d6d78c0103b5e167c26f34,-2,6.0,3.0,Active
018512121999cde9f4aab01b6a474140,-2,24.0,11.0,Active
0187f0de3ff7d0eafa9d9046eb7a412f,-2,12.0,11.0,Active
0187f4c05e427b47b003a956b8d87cef,-5,24.0,18.0,Active
0189250fe7a5ea97b0fdf74017b6068c,-2,12.0,5.0,Active
018cc2e11ff4fc96313b01fb1929eace,-2,12.0,5.0,Active
018d02c9aa7d2c93c45495fde813e0db,-4,24.0,2.0,Active
018d36ea4c2556f1d1fc82cab0a86442,-9,22.0,0.0,Completed
018e9a2ca48463a7b767799e859802b9,-2,24.0,18.0,Active
018f60c7cdfd62f6d20dac7b34172e2b,-1,12.0,7.0,Active
018f9df9e1087c69a2fccde8c1a36594,-9,6.0,0.0,Completed
0190bee478481861793abb15d52b9638,-1,36.0,6.0,Active
019179ce0500691a0c4d66ff886d1f7a,-1,12.0,6.0,Active
0191be845090a7e0daf141d89c948229,-2,36.0,29.0,Active
0192a26e7c8fabafd82083eb8cc9e0f7,-2,18.0,12.0,Active
019325914bfa71e6620790e5c3339dcd,-2,10.0,10.0,Active
019463fcd64446b24c27538647b8387d,-2,60.0,53.0,Active
01949f176a73ed4ee9ce13d06a1e3478,-1,18.0,6.0,Active
019522a3020500097d5da2a7422b39db,-2,6.0,4.0,Active
0196124b45613f2c6d1379ba01fd7022,-9,4.0,0.0,Completed
01963f7fc2d0a25e76df148b2907f78c,-2,10.0,10.0,Active
0196d6dbb29b932630b9865825c02dbc,-1,12.0,7.0,Active
01977d9a00aaf841dd09f25f877f16d8,-1,4.0,0.0,Active
019af0eb36868de75ac45d9f549bd39a,-8,10.0,10.0,Active
019bda1fdee07eafef7a65bac8260ae0,-1,30.0,5.0,Active
019c95d3614356db6813c2151d6f61ef,-1,36.0,34.0,Active
019cac879340a24d9f911c64b32dcf67,-6,12.0,3.0,Active
019cd89349a735d44b15dca20a9556bb,-8,60.0,55.0,Active
019e175c9ab5a37a26ce9f6f4f7a6de7,-5,6.0,2.0,Active
019ef5b313822c584eb4782622abb00c,-1,36.0,29.0,Active
01a00c372f97a5dfcefd52f0832545e5,-1,36.0,30.0,Active
01a0125b4179caf2063549c4a54bce74,-1,1.0,0.0,Completed
01a0db4bf759288053e811be31f9e0dc,-3,6.0,2.0,Active
01a145f7330442d8d8e2925c83cc846f,-1,24.0,15.0,Active
01a318c393802dde05b901c09a5930ba,-1,54.0,40.0,Active
01a44dbf047429ee0024d19afaeb7b63,-1,12.0,10.0,Active
01a48a39ef6612ee8c453fb0b0ca73ee,-1,12.0,8.0,Active
01a688e3ef339eb63eec3aef94b9ffc9,-1,24.0,13.0,Active
01a68febfbd659142e4eef68e5e06994,-2,60.0,48.0,Active
01a82950efd49e8f1f440e21a2d7048f,-2,6.0,4.0,Active
01a83d7e3860d249ce4d4e881f699014,-1,12.0,10.0,Active
01a903e375856a4ecec2e6df66f807c7,-7,8.0,0.0,Completed
01a914162d1f5786c189351922552468,-1,1.0,1.0,Active
01a94960b005d4aec3f3d99c3f8cf30f,-1,12.0,12.0,Active
01aa12850d309d142b8d149905ab7956,-1,24.0,18.0,Active
01ab3cfac16a05a7337650e87216cf6f,-4,6.0,5.0,Active
01abbcc886f6ce519620425fea847e14,-6,12.0,6.0,Active
